nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
ESP,"DF,MF",20,1997,33.1,74,2.24,65,2,3,2,0,2,8,0.24,7,0,0,1,0,0
BRA,"DF,MF",20,1998,29.7,34,1.15,28,4,0,1,1,0,3,0.1,1,0,0,1,1,0
ITA,MF,22,1995,21.9,107,4.88,75,23,2,2,2,3,7,0.32,5,1,0,0,1,0
SRB,MF,26,1991,0.3,3,9.0,2,1,0,0,0,0,1,3.0,1,0,0,0,0,0
ITA,FW,24,1993,36.7,96,2.62,67,0,3,13,13,0,7,0.19,4,0,0,1,2,0
ITA,DF,26,1992,36.3,34,0.94,28,1,0,1,3,1,5,0.14,3,0,0,0,2,0
ARG,"DF,MF",31,1986,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1
ITA,MF,26,1992,26.4,84,3.18,54,20,6,2,0,2,6,0.23,6,0,0,0,0,0
ITA,DF,37,1981,22.3,17,0.76,16,0,0,0,1,0,1,0.04,1,0,0,0,0,0
BRA,DF,21,1997,2.0,1,0.49,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP,"FW,MF",28,1990,17.9,107,5.97,77,21,2,5,1,1,10,0.56,4,3,0,1,1,1
CIV,DF,25,1992,15.4,8,0.52,7,0,1,0,0,0,2,0.13,2,0,0,0,0,0
ITA,DF,30,1988,26.8,60,2.24,52,5,0,3,0,0,8,0.3,6,2,0,0,0,0
BRA,DF,21,1997,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CMR,DF,28,1990,35.7,13,0.36,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NGA,DF,21,1996,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0
ITA,MF,27,1991,5.2,17,3.27,12,1,0,1,2,1,2,0.38,2,0,0,0,0,0
URU,GK,26,1992,2.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,GK,31,1987,35.2,7,0.2,4,3,0,0,0,0,0,0.0,0,0,0,0,0,0
SRB,MF,21,1996,11.0,37,3.37,24,7,3,0,2,1,2,0.18,0,1,1,0,0,0
ITA,MF,21,1997,0.9,5,5.84,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"FW,MF",27,1991,16.0,48,3.01,28,0,2,9,8,1,6,0.38,3,0,0,3,0,0
FRA,MF,24,1994,29.5,88,2.98,72,0,8,4,2,2,11,0.37,9,0,2,0,0,0
VEN,MF,30,1988,31.1,81,2.6,56,8,5,3,6,3,7,0.23,4,1,0,0,1,1
ITA,MF,17,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MDA,MF,19,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"MF,DF",22,1996,4.2,15,3.59,10,1,3,0,1,0,0,0.0,0,0,0,0,0,0
ESP,"MF,DF",23,1995,16.5,72,4.36,45,12,7,2,6,0,8,0.48,4,2,0,0,2,0
CRO,"FW,MF",20,1997,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CZE,"MF,FW",23,1994,3.7,5,1.37,4,1,0,0,0,0,1,0.27,0,1,0,0,0,0
ENG,"DF,MF",18,1999,2.2,2,0.9,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
NED,DF,28,1990,23.6,18,0.76,15,1,0,0,0,2,0,0.0,0,0,0,0,0,0
VEN,"FW,MF",25,1993,5.1,22,4.29,15,0,5,1,1,0,1,0.19,1,0,0,0,0,0
ISL,MF,34,1984,1.5,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GHA,MF,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,"FW,DF",21,1997,0.4,2,5.63,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,20,1997,2.0,3,1.47,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED,"DF,FW",21,1997,10.8,22,2.03,19,0,2,1,0,0,2,0.18,2,0,0,0,0,0
ARG,"FW,MF",22,1995,24.2,73,3.02,44,0,10,4,10,5,7,0.29,4,0,0,1,2,0
DEN,DF,27,1991,35.9,65,1.81,61,2,0,2,0,0,9,0.25,9,0,0,0,0,0
ARG,GK,24,1994,29.0,4,0.14,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,FW,25,1992,27.3,54,1.98,34,1,6,4,9,0,5,0.18,1,0,0,1,3,0
ITA,DF,27,1991,16.6,46,2.77,31,2,6,2,2,3,3,0.18,3,0,0,0,0,0
NED,DF,27,1990,10.6,18,1.69,14,1,2,0,1,0,0,0.0,0,0,0,0,0,0
MLI,DF,27,1991,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GHA,DF,20,1997,10.1,6,0.59,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0
SRB,MF,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ARG,"MF,FW",24,1994,35.4,184,5.19,124,37,12,6,5,0,14,0.4,8,4,1,1,0,0
ITA,MF,21,1997,32.4,60,1.85,42,11,0,2,2,3,4,0.12,3,1,0,0,0,0
BRA,DF,23,1994,20.0,23,1.15,17,2,2,1,0,1,2,0.1,2,0,0,0,0,0
BRA,MF,29,1989,6.6,11,1.67,8,0,1,2,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,31,1987,13.0,8,0.61,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0
CIV,MF,23,1995,29.3,102,3.48,81,1,12,5,3,0,9,0.31,8,0,1,0,0,0
ITA,GK,22,1996,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,FW,28,1989,10.8,38,3.53,26,0,6,3,3,0,6,0.56,3,0,3,0,0,0
SWE,"DF,MF",20,1998,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SUI,MF,33,1985,15.1,16,1.06,14,0,0,2,0,0,1,0.07,1,0,0,0,0,0
NGA,DF,24,1993,34.0,16,0.47,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0
POL,FW,27,1991,4.4,12,2.71,8,0,1,2,1,0,1,0.23,0,0,0,1,0,0
CMR,MF,25,1994,2.3,10,4.27,8,0,1,0,0,1,3,1.28,2,0,0,0,0,1
CIV,FW,17,2002,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,33,1986,6.0,5,0.83,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
ALB,DF,26,1993,30.9,31,1.0,28,0,0,3,0,0,1,0.03,0,0,0,1,0,0
CRO,DF,19,2000,3.1,4,1.29,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0
COL,FW,28,1991,22.5,81,3.6,64,0,7,4,5,1,13,0.58,11,0,0,1,1,0
GAM,FW,19,2000,0.9,6,6.59,3,0,1,1,1,0,1,1.1,1,0,0,0,0,0
ITA,GK,28,1991,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,DF,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED,DF,25,1994,26.2,95,3.63,82,7,3,3,0,0,11,0.42,10,1,0,0,0,0
ITA,MF,18,2000,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SVN,"FW,MF",31,1988,18.5,131,7.09,89,10,10,12,9,1,23,1.24,11,1,4,3,4,0
ARG,DF,29,1990,27.6,22,0.8,19,1,1,1,0,0,3,0.11,2,0,1,0,0,0
GER,DF,20,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
COL,FW,28,1991,14.0,86,6.15,59,6,10,6,3,2,9,0.64,5,0,1,2,1,0
ITA,GK,27,1992,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CRO,MF,24,1995,26.9,82,3.05,71,0,2,8,0,1,11,0.41,8,0,1,2,0,0
NED,"MF,DF",28,1991,30.2,76,2.51,70,2,0,1,1,2,10,0.33,10,0,0,0,0,0
ITA,DF,25,1994,10.7,4,0.38,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0
GAM,"FW,MF",20,1998,2.1,9,4.26,4,0,1,3,1,0,2,0.95,2,0,0,0,0,0
ARG,"MF,FW",31,1988,31.6,199,6.3,127,38,10,9,12,3,29,0.92,18,4,2,2,3,0
ITA,GK,24,1995,32.0,10,0.31,8,2,0,0,0,0,1,0.03,0,1,0,0,0,0
ITA,DF,28,1990,29.0,53,1.83,43,4,0,4,1,1,10,0.35,7,0,0,1,1,1
ITA,DF,19,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SUI,MF,27,1992,26.0,73,2.81,61,3,2,3,2,2,9,0.35,5,0,1,2,0,1
ITA,FW,18,2001,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER,DF,25,1994,29.1,84,2.89,65,4,3,5,3,4,13,0.45,11,0,0,1,0,1
UKR,"MF,FW",26,1993,17.1,126,7.39,77,13,16,9,10,1,10,0.59,8,1,0,0,1,0
DEN,DF,30,1989,3.2,1,0.31,1,0,0,0,0,0,1,0.31,1,0,0,0,0,0
BEL,DF,23,1995,19.7,47,2.39,41,1,0,2,3,0,8,0.41,6,0,0,1,1,0
ITA,MF,29,1989,21.3,49,2.3,41,1,0,5,0,2,2,0.09,2,0,0,0,0,0
DEN,"FW,MF",19,1999,8.4,21,2.49,12,3,1,2,2,1,3,0.36,2,0,0,1,0,0
ISL,MF,17,2002,1.6,3,1.89,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,GK,35,1983,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SUI,MF,33,1986,7.8,33,4.26,28,1,1,0,2,1,2,0.26,2,0,0,0,0,0
BRA,DF,35,1984,29.3,25,0.85,25,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA,MF,18,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,17,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
PAR,FW,28,1991,8.6,28,3.27,21,0,1,2,4,0,3,0.35,1,0,0,1,1,0
ITA,DF,19,2000,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CHI,MF,31,1987,19.8,33,1.66,28,0,1,0,2,2,1,0.05,1,0,0,0,0,0
ITA,"FW,MF",17,2001,0.2,2,8.57,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
SEN,DF,24,1994,16.7,15,0.9,11,3,0,1,0,0,3,0.18,2,0,0,1,0,0
NED,MF,22,1997,12.0,27,2.25,22,2,1,1,0,1,0,0.0,0,0,0,0,0,0
NGA,MF,19,1999,0.8,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CZE,DF,27,1992,11.7,26,2.23,23,1,1,0,0,1,0,0.0,0,0,0,0,0,0
ITA,DF,25,1993,24.5,11,0.45,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0
ITA,FW,28,1991,2.1,3,1.46,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
SWE,MF,20,1999,11.7,42,3.6,30,4,3,3,2,0,3,0.26,2,0,0,1,0,0
NED,DF,26,1993,11.2,19,1.7,17,1,1,0,0,0,0,0.0,0,0,0,0,0,0
GAM,"FW,MF",20,1998,15.0,80,5.32,52,8,12,6,2,0,10,0.66,5,0,4,1,0,0
GAM,"FW,MF",17,2001,1.7,12,7.06,10,0,1,1,0,0,2,1.18,1,0,0,1,0,0
ARG,DF,26,1993,1.3,1,0.76,1,0,0,0,0,0,1,0.76,1,0,0,0,0,0
ITA,"FW,MF",27,1991,25.2,116,4.6,63,23,12,8,9,1,12,0.48,6,2,2,2,0,0
ARG,MF,21,1998,7.8,21,2.71,19,0,1,0,0,1,1,0.13,1,0,0,0,0,0
ITA,"FW,MF",22,1997,29.8,121,4.06,65,20,15,8,12,1,14,0.47,5,2,2,2,3,0
ITA,MF,28,1991,27.4,116,4.23,99,0,4,3,8,2,13,0.47,9,0,1,0,3,0
ARG,FW,37,1982,28.0,88,3.15,81,0,4,1,2,0,6,0.21,6,0,0,0,0,0
SUR,DF,26,1993,24.9,27,1.08,21,1,0,2,3,0,2,0.08,2,0,0,0,0,0
JPN,DF,20,1998,28.1,44,1.57,37,0,2,3,1,1,5,0.18,4,0,1,0,0,0
POL,GK,28,1991,37.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"FW,MF",34,1984,1.0,5,5.06,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,21,1998,7.0,13,1.86,11,2,0,0,0,0,1,0.14,1,0,0,0,0,0
CZE,DF,23,1996,28.3,21,0.74,15,3,0,0,2,1,2,0.07,2,0,0,0,0,0
ITA,FW,28,1990,18.7,48,2.56,34,0,3,3,5,3,5,0.27,4,0,0,0,1,0
ITA,DF,22,1997,20.4,8,0.39,7,0,0,1,0,0,1,0.05,1,0,0,0,0,0
ITA,"FW,MF",18,2001,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,17,2002,10.2,4,0.39,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ISL,"MF,FW",31,1988,8.9,15,1.69,12,0,0,2,1,0,3,0.34,2,0,0,1,0,0
ITA,DF,26,1992,14.1,34,2.41,27,2,2,2,0,1,2,0.14,2,0,0,0,0,0
ITA,MF,32,1987,20.8,25,1.2,21,0,0,2,2,0,3,0.14,1,0,0,0,2,0
ITA,DF,36,1983,4.3,2,0.46,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,25,1994,23.9,47,1.97,35,0,4,3,4,1,3,0.13,2,0,0,0,1,0
ALB,MF,22,1996,6.2,15,2.43,10,0,1,1,3,0,1,0.16,0,0,0,1,0,0
ITA,GK,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
VEN,FW,27,1992,20.5,69,3.37,39,4,4,10,12,0,10,0.49,6,0,0,4,0,0
BRA,DF,25,1993,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",22,1997,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0
ITA,DF,23,1995,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CZE,MF,25,1993,12.5,27,2.16,23,1,1,1,1,0,0,0.0,0,0,0,0,0,0
FIN,GK,26,1993,29.0,4,0.14,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0
VEN,DF,27,1992,24.9,8,0.32,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,"FW,DF",23,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,GK,24,1995,5.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,27,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,FW,28,1990,15.6,36,2.31,18,0,2,7,9,0,1,0.06,1,0,0,0,0,0
ITA,DF,21,1998,10.8,7,0.65,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,18,2000,3.8,9,2.35,8,0,0,0,1,0,1,0.26,1,0,0,0,0,0
SVK,"MF,FW",22,1997,17.5,34,1.94,25,2,0,2,5,0,2,0.11,1,0,0,0,1,0
ITA,MF,32,1987,19.1,45,2.35,36,5,0,2,2,0,4,0.21,4,0,0,0,0,0
ITA,MF,19,2000,33.5,135,4.03,59,58,5,3,9,1,11,0.33,3,7,0,0,0,1
FIN,"FW,MF",24,1995,2.9,5,1.76,4,0,1,0,0,0,1,0.35,1,0,0,0,0,0
ITA,DF,26,1993,35.2,72,2.05,52,7,2,1,9,1,4,0.11,3,0,0,0,1,0
ITA,FW,23,1996,2.7,5,1.84,5,0,0,0,0,0,1,0.37,1,0,0,0,0,0
ITA,"FW,MF",29,1990,2.3,2,0.87,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,23,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,GK,25,1994,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,18,2001,4.1,3,0.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MDA,MF,28,1990,21.1,31,1.47,26,1,1,1,2,0,2,0.09,2,0,0,0,0,0
GRE,DF,25,1993,14.9,16,1.08,10,5,1,0,0,0,3,0.2,1,2,0,0,0,0
URU,MF,23,1996,5.2,8,1.54,8,0,0,0,0,0,3,0.58,3,0,0,0,0,0
ITA,"MF,FW",27,1991,3.5,17,4.89,13,1,3,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,33,1986,27.1,14,0.52,13,0,1,0,0,0,1,0.04,1,0,0,0,0,0
ITA,DF,32,1986,12.8,20,1.56,17,3,0,0,0,0,3,0.23,3,0,0,0,0,0
ITA,MF,18,2001,0.3,3,11.25,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA,DF,24,1995,10.3,21,2.03,16,1,1,2,0,1,2,0.19,1,0,0,0,0,1
URU,"MF,FW",24,1995,3.9,10,2.59,4,1,5,0,0,0,0,0.0,0,0,0,0,0,0
ARG,FW,24,1995,32.5,40,1.23,22,0,7,5,5,1,4,0.12,2,0,0,0,1,1
ITA,"FW,MF",27,1992,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0
ITA,FW,30,1988,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,29,1989,13.8,8,0.58,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,33,1986,17.8,74,4.17,49,22,0,0,2,1,11,0.62,8,2,0,0,1,0
ITA,FW,19,2000,0.6,1,1.73,1,0,0,0,0,0,1,1.73,1,0,0,0,0,0
ITA,DF,20,1999,21.2,52,2.45,39,5,4,1,3,0,9,0.42,7,1,0,0,1,0
ARG,MF,30,1989,6.7,16,2.38,12,1,1,0,0,2,1,0.15,1,0,0,0,0,0
CRO,MF,24,1995,25.7,83,3.22,55,7,7,6,6,2,8,0.31,6,0,0,2,0,0
URU,"MF,DF",23,1995,32.2,96,2.98,76,3,9,2,5,1,7,0.22,6,0,1,0,0,0
ITA,"DF,MF",26,1993,14.9,31,2.08,26,3,1,0,0,1,4,0.27,3,0,0,0,0,1
BEL,MF,31,1988,23.0,91,3.95,74,5,5,6,0,1,10,0.43,7,0,1,2,0,0
BRA,GK,37,1982,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
EST,DF,33,1985,26.2,11,0.42,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,18,2000,1.4,5,3.54,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
SWE,GK,29,1990,16.9,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
POL,DF,19,2000,12.9,6,0.46,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA,DF,21,1997,1.0,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SVN,"MF,FW",32,1986,4.8,22,4.6,13,9,0,0,0,0,0,0.0,0,0,0,0,0,0
SRB,MF,19,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GHA,MF,26,1993,9.9,20,2.03,17,1,1,0,1,0,2,0.2,1,0,0,0,1,0
POL,GK,21,1997,31.0,8,0.26,7,1,0,0,0,0,2,0.06,2,0,0,0,0,0
ITA,FW,17,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,"FW,MF",21,1997,3.3,12,3.59,9,0,2,0,1,0,1,0.3,1,0,0,0,0,0
BRA,"DF,MF",25,1993,27.6,76,2.75,58,7,2,4,3,2,8,0.29,5,1,0,1,1,0
SRB,FW,19,2000,16.7,39,2.34,17,1,5,10,6,0,2,0.12,1,0,0,1,0,0
CHI,MF,25,1994,32.8,127,3.87,60,59,0,4,2,2,12,0.37,5,7,0,0,0,0
ITA,GK,18,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,27,1992,9.3,5,0.54,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"FW,DF",21,1997,29.3,112,3.82,68,2,12,12,16,2,14,0.48,8,0,2,2,2,0
FRA,FW,36,1983,15.7,78,4.93,56,2,8,3,8,1,8,0.51,3,0,2,2,1,0
ITA,MF,22,1997,29.7,113,3.8,82,3,10,4,13,1,8,0.27,6,1,0,0,1,0
ARG,DF,28,1991,31.4,22,0.7,16,1,0,2,2,1,3,0.1,1,0,0,1,1,0
BRA,DF,21,1998,6.8,5,0.74,3,1,0,0,0,1,0,0.0,0,0,0,0,0,0
COL,"MF,FW",20,1998,0.7,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0
GHA,FW,32,1987,6.7,21,3.16,19,0,0,0,2,0,2,0.3,2,0,0,0,0,0
ITA,"DF,MF",24,1995,9.5,21,2.21,19,0,1,0,1,0,3,0.32,1,0,1,0,1,0
ITA,DF,20,1999,2.6,8,3.12,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,24,1994,10.9,26,2.39,21,0,0,4,1,0,2,0.18,1,0,0,1,0,0
URU,DF,32,1987,26.2,33,1.26,22,5,0,5,1,0,1,0.04,0,0,0,1,0,0
URU,MF,27,1992,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CRO,MF,30,1989,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0
SRB,DF,21,1997,36.2,25,0.69,24,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,FW,21,1998,9.3,19,2.04,14,0,0,3,2,0,2,0.21,1,0,0,0,1,0
BRA,FW,22,1997,0.7,2,2.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA,GK,29,1990,6.9,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP,DF,21,1997,29.4,70,2.38,61,2,5,2,0,0,6,0.2,5,0,1,0,0,0
ALG,"MF,FW",27,1992,9.2,36,3.91,28,3,2,0,3,0,1,0.11,1,0,0,0,0,0
ITA,"FW,DF",20,1999,5.7,27,4.72,14,0,5,3,5,0,4,0.7,2,0,0,2,0,0
URU,MF,25,1993,1.0,5,5.0,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
POL,MF,21,1997,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",27,1992,0.5,4,8.57,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,27,1992,7.1,1,0.14,1,0,0,0,0,0,1,0.14,1,0,0,0,0,0
ITA,FW,22,1997,7.3,16,2.19,12,0,0,1,2,1,0,0.0,0,0,0,0,0,0
ITA,DF,33,1986,14.7,10,0.68,9,0,0,1,0,0,3,0.2,2,0,0,1,0,0
ITA,FW,20,1999,24.8,49,1.97,30,0,4,7,6,2,6,0.24,3,0,1,1,1,0
ITA,"DF,FW",24,1995,12.2,15,1.23,11,2,1,1,0,0,1,0.08,1,0,0,0,0,0
PAR,FW,23,1996,15.4,43,2.79,28,0,4,5,3,3,5,0.32,3,0,1,0,1,0
CIV,FW,21,1997,10.2,31,3.05,24,1,0,1,5,0,5,0.49,3,0,0,0,2,0
ARG,DF,21,1998,28.6,31,1.08,24,0,2,1,3,1,4,0.14,2,0,0,1,1,0
COL,DF,32,1986,19.1,13,0.68,9,0,0,3,0,1,0,0.0,0,0,0,0,0,0
ITA,DF,25,1994,21.9,26,1.19,18,2,1,2,3,0,3,0.14,2,1,0,0,0,0
NED,FW,17,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,32,1986,22.8,37,1.62,29,8,0,0,0,0,1,0.04,1,0,0,0,0,0
ITA,DF,25,1993,8.7,9,1.03,8,0,0,1,0,0,1,0.11,1,0,0,0,0,0
POL,MF,21,1997,6.1,19,3.1,16,1,1,0,0,1,3,0.49,1,1,0,0,0,1
ITA,MF,22,1997,16.2,32,1.98,29,0,0,0,3,0,3,0.19,3,0,0,0,0,0
MKD,"FW,MF",36,1983,18.7,72,3.84,52,2,8,4,6,0,15,0.8,7,1,3,1,3,0
ESP,MF,29,1990,5.8,22,3.82,17,2,2,1,0,0,2,0.35,2,0,0,0,0,0
ROU,GK,22,1997,17.0,4,0.24,4,0,0,0,0,0,2,0.12,2,0,0,0,0,0
SRB,MF,30,1988,14.6,26,1.78,22,1,0,3,0,0,2,0.14,2,0,0,0,0,0
MAR,DF,27,1992,2.2,3,1.37,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
COL,"MF,FW",20,1998,7.4,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1
DEN,MF,33,1986,27.0,85,3.15,41,31,3,8,2,0,4,0.15,1,1,0,2,0,0
DEN,MF,26,1993,15.4,37,2.4,30,2,0,3,1,1,5,0.32,5,0,0,0,0,0
CRO,"DF,FW",26,1993,8.4,24,2.84,18,3,2,0,1,0,1,0.12,1,0,0,0,0,0
ITA,"FW,MF",28,1991,1.7,3,1.8,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA,GK,26,1992,21.0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,MF,17,2001,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"DF,FW",22,1997,19.1,39,2.04,33,1,2,2,1,0,6,0.31,6,0,0,0,0,0
DEN,DF,28,1990,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0
ITA,"MF,FW",27,1991,1.9,8,4.29,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,32,1987,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,"FW,MF",25,1994,1.1,2,1.87,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA,MF,26,1993,13.9,29,2.08,15,2,1,4,6,1,4,0.29,2,0,0,0,2,0
SUI,MF,34,1985,12.3,14,1.14,9,0,0,1,3,1,0,0.0,0,0,0,0,0,0
BRA,DF,25,1994,9.5,5,0.53,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
KVX,DF,25,1994,35.9,33,0.92,24,0,3,6,0,0,4,0.11,1,0,1,2,0,0
ITA,MF,20,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SRB,GK,23,1996,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,DF,21,1998,2.6,1,0.39,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
SRB,DF,28,1990,36.0,112,3.11,85,7,14,5,1,0,18,0.5,14,0,3,1,0,0
ITA,DF,27,1991,35.9,67,1.87,48,9,3,5,2,0,4,0.11,3,1,0,0,0,0
ITA,"FW,MF",17,2001,7.6,21,2.78,17,0,0,2,2,0,1,0.13,1,0,0,0,0,0
GHA,MF,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA,"MF,FW",28,1991,9.0,29,3.23,14,2,5,5,2,1,3,0.33,0,0,1,0,1,1
