nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
ITA,"FW,MF",22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,MF,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA,MF,31,1986,13,618,48,18.1,6.9,7,,5,6,,22,1.15,10,12,-2,-0.29,-0.61,8.9,10.8,-1.9,-0.28,-0.31
CMR,DF,27,1990,37,3258,88,95.3,36.2,37,,35,0,,1,1.38,46,45,1,0.03,-3.86,42.2,44.7,-2.6,-0.07,-0.93
ARG,DF,36,1981,24,2069,86,60.5,23.0,23,,22,1,,11,1.46,31,21,10,0.43,0.57,28.4,27.0,1.5,0.06,0.23
URU,GK,25,1992,0,,,,,0,,0,0,,36,,,,,,,,,,,
ITA,GK,30,1987,37,3330,90,97.4,37.0,37,,37,0,,1,1.38,52,45,7,0.19,-0.81,44.8,45.6,-0.8,-0.02,0.22
SWE,"MF,FW",22,1995,4,77,19,2.3,0.9,0,,0,4,,15,0.75,0,3,-3,-3.51,-3.8,0.8,2.8,-2.0,-2.3,-2.33
ITA,"FW,MF",20,1997,14,327,23,9.6,3.6,2,,0,12,,18,1.36,6,5,1,0.28,0.07,3.7,6.2,-2.5,-0.69,-0.73
VEN,MF,29,1988,36,2995,83,87.6,33.3,35,,23,1,,0,1.33,45,41,4,0.12,-0.73,38.9,41.7,-2.9,-0.09,-0.47
NGA,FW,20,1997,3,225,75,6.6,2.5,3,,2,0,,11,0.33,2,4,-2,-0.8,-1.08,2.8,1.3,1.5,0.61,0.68
SRB,GK,20,1997,1,90,90,2.6,1.0,1,,1,0,,32,3.0,2,1,1,1.0,0.81,1.2,1.4,-0.2,-0.24,-0.22
ITA,FW,16,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,"FW,MF",21,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP,FW,22,1995,22,1043,47,30.5,11.6,11,,6,11,,13,1.64,18,13,5,0.43,0.32,13.4,13.6,-0.2,-0.02,0.01
ARG,GK,39,1977,32,2880,90,84.2,32.0,32,,31,0,,5,1.16,41,52,-11,-0.34,0.32,37.1,41.1,-4.0,-0.13,0.22
ITA,DF,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
IRQ,"DF,FW",23,1993,23,1674,73,48.9,18.6,18,,14,5,,7,1.17,28,29,-1,-0.05,0.67,21.3,24.0,-2.6,-0.14,0.04
ITA,DF,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
CRO,MF,19,1997,21,1083,52,31.7,12.0,11,,7,10,,16,0.71,11,25,-14,-1.16,-1.12,14.6,17.8,-3.2,-0.27,-0.16
CZE,MF,22,1994,34,2713,80,79.3,30.1,31,,25,3,,3,1.09,37,44,-7,-0.23,0.79,33.3,37.0,-3.8,-0.12,0.17
NED,DF,27,1990,27,2362,87,69.1,26.2,26,,26,1,,10,1.22,36,43,-7,-0.27,0.41,31.6,35.3,-3.7,-0.14,0.06
FRA,"FW,MF",34,1983,2,180,90,5.3,2.0,2,,2,0,,0,0.0,3,5,-2,-1.0,-0.64,2.0,2.0,0.0,0.02,0.19
BRA,DF,33,1984,32,2775,87,81.1,30.8,32,,29,0,,1,1.16,38,50,-12,-0.39,0.03,33.5,39.2,-5.7,-0.18,-0.13
ITA,GK,18,1999,0,,,,,0,,0,0,,32,,,,,,,,,,,
ISL,MF,33,1984,19,764,40,22.3,8.5,8,,3,11,,12,1.53,8,16,-8,-0.94,-0.71,8.2,10.0,-1.8,-0.21,-0.06
BRA,"FW,MF",21,1996,0,,,,,0,,0,0,,10,,,,,,,,,,,
SVK,DF,17,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,DF,23,1993,6,412,69,12.0,4.6,4,,4,2,,11,0.33,5,11,-6,-1.31,-1.04,7.4,6.2,1.2,0.27,0.49
CIV,FW,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA,DF,28,1989,12,893,74,26.1,9.9,9,,7,3,,7,0.75,15,16,-1,-0.1,0.4,12.5,14.2,-1.8,-0.18,-0.02
ITA,"DF,FW",19,1997,15,903,60,26.4,10.0,10,,5,5,,21,0.87,13,21,-8,-0.8,-0.55,11.1,13.7,-2.6,-0.26,-0.14
CZE,"MF,FW",21,1996,36,2654,74,77.6,29.5,28,,19,8,,0,1.0,41,47,-6,-0.2,0.85,33.8,37.0,-3.2,-0.11,0.23
DEN,DF,26,1991,30,2531,84,74.0,28.1,28,,27,2,,3,1.23,36,43,-7,-0.25,0.56,33.9,36.7,-2.8,-0.1,0.23
ITA,FW,24,1992,29,2130,73,62.3,23.7,26,,13,3,,2,1.28,38,31,7,0.3,1.83,30.4,27.3,3.0,0.13,0.76
ALB,MF,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
BIH,MF,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,GK,15,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ARG,FW,33,1984,28,1684,60,49.2,18.7,20,,9,8,,8,1.14,30,34,-4,-0.21,0.36,22.0,25.5,-3.5,-0.19,-0.05
MLI,DF,26,1991,1,57,57,1.7,0.6,1,,0,0,,1,0.0,1,2,-1,-1.58,-1.2,0.4,0.4,-0.1,-0.12,0.04
MAR,"FW,MF",21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
POL,DF,21,1996,0,,,,,0,,0,0,,16,,,,,,,,,,,
BIH,"FW,MF",23,1994,5,80,16,2.3,0.9,0,,0,5,,14,0.0,1,2,-1,-1.13,-0.75,1.1,1.7,-0.6,-0.66,-0.52
ARG,"FW,MF",23,1994,37,2319,63,67.8,25.8,25,,14,12,,1,1.08,27,44,-17,-0.66,-0.82,29.8,35.2,-5.4,-0.21,-0.15
BRA,MF,24,1993,4,170,43,5.0,1.9,1,,0,3,,14,1.5,3,1,2,1.06,1.53,0.8,2.3,-1.5,-0.79,-0.66
BRA,DF,22,1994,31,2569,83,75.1,28.5,30,,24,1,,2,0.87,29,49,-20,-0.7,-1.23,28.6,36.0,-7.4,-0.26,-0.4
CIV,MF,22,1995,27,1868,69,54.6,20.8,22,,12,5,,7,0.96,27,39,-12,-0.58,-0.4,23.7,29.1,-5.4,-0.26,-0.22
ITA,GK,15,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
SUI,"DF,FW",24,1993,24,1625,68,47.5,18.1,18,,14,6,,3,1.0,20,25,-5,-0.28,0.22,17.6,23.5,-5.9,-0.33,-0.32
ITA,MF,20,1997,1,10,10,0.3,0.1,0,,0,1,,20,0.0,0,0,0,0.0,0.4,0.1,0.0,0.1,1.06,1.23
ITA,GK,21,1996,6,540,90,15.8,6.0,6,,6,0,,32,0.5,7,11,-4,-0.67,-0.32,6.1,8.2,-2.1,-0.34,-0.22
CRO,FW,22,1995,22,943,43,27.6,10.5,9,,3,13,,11,0.77,9,21,-12,-1.15,-1.04,10.6,14.5,-3.9,-0.37,-0.29
SWE,MF,19,1998,7,325,46,9.5,3.6,3,,2,4,,29,0.86,4,9,-5,-1.38,-1.09,4.7,5.1,-0.4,-0.1,0.06
SUI,MF,32,1985,20,1398,70,40.9,15.5,18,,6,2,,4,1.45,20,22,-2,-0.13,0.45,18.9,17.5,1.4,0.09,0.43
IRQ,DF,24,1993,3,166,55,4.9,1.8,2,76,1,1,14,13,0.33,3,5,-2,-1.08,-2.0,3.5,2.9,0.6,0.34,-0.51
ITA,"FW,MF",19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
ITA,DF,32,1986,24,1836,77,53.7,20.4,22,82,15,2,18,8,1.67,34,23,11,0.54,-0.6,35.6,21.1,14.4,0.71,-0.24
DEN,FW,25,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
POL,DF,23,1995,3,49,16,1.4,0.5,0,,0,3,16,27,2.0,2,0,2,3.67,2.9,2.2,0.2,2.0,3.75,2.97
ALB,DF,25,1993,24,1807,75,52.8,20.1,20,87,18,4,15,13,2.0,47,26,21,1.05,0.49,37.9,22.8,15.1,0.75,-0.14
ITA,DF,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,DF,18,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,
SWE,MF,18,2000,3,105,35,3.1,1.2,0,,0,3,35,12,1.0,1,3,-2,-1.71,-2.61,1.0,1.1,-0.1,-0.12,-0.96
COL,FW,27,1991,37,2896,78,84.7,32.2,32,85,24,5,34,0,1.84,67,40,27,0.84,0.15,63.0,35.6,27.4,0.85,0.22
ARG,"FW,MF",25,1993,12,522,44,15.3,5.8,6,68,2,6,19,4,1.25,7,11,-4,-0.69,-1.78,8.7,8.5,0.2,0.04,-0.92
ITA,"DF,MF",18,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
ALB,GK,29,1989,18,1620,90,47.4,18.0,18,90,18,0,,20,1.67,37,25,12,0.67,-0.28,31.7,19.7,11.9,0.66,-0.29
ITA,GK,27,1991,1,1,1,0.0,0.0,0,,0,1,1,37,3.0,0,0,0,0.0,-0.82,0.0,0.0,0.0,0.0,-0.82
ITA,DF,22,1996,30,2246,75,65.7,25.0,25,82,17,5,37,7,1.83,48,32,16,0.64,-0.51,47.2,24.9,22.3,0.89,0.22
NED,DF,24,1994,35,2973,85,86.9,33.0,33,89,31,2,22,2,1.86,65,39,26,0.79,-0.22,63.1,35.2,27.9,0.84,0.2
SVN,"FW,MF",30,1988,31,2145,69,62.7,23.8,23,82,10,8,33,1,1.9,56,27,29,1.22,1.08,50.9,24.6,26.4,1.11,0.77
ARG,DF,28,1990,30,2261,75,66.1,25.1,25,85,21,5,26,3,1.9,51,29,22,0.88,0.18,51.8,27.1,24.6,0.98,0.48
ITA,FW,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA,MF,22,1996,2,73,37,2.1,0.8,1,53,0,1,20,17,0.5,3,2,1,1.23,0.43,2.1,1.1,1.0,1.17,0.36
ITA,"FW,DF",19,1998,2,9,5,0.3,0.1,0,,0,2,5,10,0.5,0,0,0,0.0,-0.82,0.1,0.1,0.0,0.06,-0.76
CRO,MF,23,1995,33,1618,49,47.3,18.0,17,75,7,16,22,5,1.97,33,22,11,0.61,-0.39,28.8,18.6,10.2,0.57,-0.47
NED,MF,27,1991,35,2975,85,87.0,33.1,34,86,31,1,37,0,1.86,64,36,28,0.85,0.24,62.3,35.4,26.9,0.81,-0.04
ITA,"MF,FW",21,1997,12,235,20,6.9,2.6,1,49,0,11,17,26,2.08,8,6,2,0.77,-0.05,5.5,3.8,1.7,0.67,-0.16
GAM,FW,19,1998,22,601,27,17.6,6.7,6,58,0,16,16,13,1.41,15,8,7,1.05,0.28,12.4,6.1,6.3,0.94,0.15
ITA,"FW,MF",17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
ARG,"MF,FW",30,1988,35,2899,83,84.8,32.2,34,84,20,1,45,1,1.86,70,34,36,1.12,1.98,63.9,33.4,30.5,0.95,0.84
ITA,GK,23,1995,20,1799,90,52.6,20.0,20,90,19,0,,18,1.95,40,21,19,0.95,0.28,40.5,21.3,19.2,0.96,0.3
ITA,DF,27,1990,21,1746,83,51.1,19.4,20,86,17,1,27,1,1.76,42,25,17,0.88,0.12,37.8,23.5,14.3,0.74,-0.16
SUI,MF,26,1992,35,3022,86,88.4,33.6,35,86,25,0,,2,1.83,61,38,23,0.68,-1.12,60.4,34.6,25.8,0.77,-0.42
ITA,"FW,MF",17,2001,2,48,24,1.4,0.5,0,,0,2,24,10,2.0,2,0,2,3.75,2.98,2.3,0.1,2.3,4.26,3.5
GER,"DF,MF",24,1994,28,1942,69,56.8,21.6,23,79,14,5,23,10,1.82,42,23,19,0.88,0.15,39.6,24.9,14.7,0.68,-0.31
BRA,"DF,FW",19,1998,1,2,2,0.1,0.0,0,,0,1,2,15,3.0,0,0,0,0.0,-0.82,0.0,0.0,0.0,-1.97,-2.79
BEL,DF,22,1995,28,2006,72,58.7,22.3,21,88,18,7,23,10,1.89,49,29,20,0.9,0.2,41.7,24.9,16.8,0.75,-0.15
ITA,MF,28,1989,30,1932,64,56.5,21.5,23,76,4,7,25,1,0.93,22,27,-5,-0.23,-0.05,23.1,25.3,-2.1,-0.1,-0.1
BRA,GK,34,1983,0,,,,,0,,0,0,,37,,,,,,,,,,,
DOM,GK,26,1992,0,,,,,0,,0,0,,22,,,,,,,,,,,
ITA,DF,22,1996,18,1412,78,41.3,15.7,16,85,14,2,23,19,0.89,14,27,-13,-0.83,-1.05,13.9,22.4,-8.5,-0.54,-0.83
SUI,MF,32,1986,28,1750,63,51.2,19.4,20,80,11,8,20,6,1.39,25,23,2,0.1,0.64,26.1,25.9,0.3,0.01,0.15
BRA,GK,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
BRA,DF,34,1984,35,3077,88,90.0,34.2,35,88,31,0,,2,1.23,42,47,-5,-0.15,0.64,41.5,43.0,-1.6,-0.05,0.12
ITA,FW,27,1991,16,703,44,20.6,7.8,8,73,1,8,15,20,0.75,7,15,-8,-1.02,-1.02,7.9,12.5,-4.6,-0.59,-0.67
CHI,MF,24,1994,28,2357,84,68.9,26.2,27,86,20,1,24,5,1.25,37,42,-5,-0.19,0.06,35.0,34.5,0.5,0.02,0.25
ITA,"DF,FW",23,1995,17,1333,78,39.0,14.8,16,83,13,1,5,5,0.82,9,20,-11,-0.74,-0.87,13.0,20.4,-7.5,-0.51,-0.73
PAR,FW,27,1991,32,2065,65,60.4,22.9,23,83,16,9,17,3,1.0,24,33,-9,-0.39,-0.46,26.6,32.4,-5.8,-0.25,-0.49
SWE,DF,25,1993,20,1713,86,50.1,19.0,19,90,19,1,3,9,0.7,15,32,-17,-0.89,-1.37,21.1,26.2,-5.1,-0.27,-0.42
ITA,DF,18,2000,1,5,5,0.1,0.1,0,,0,1,5,7,3.0,0,0,0,0.0,0.21,0.0,0.0,0.0,-0.76,-0.7
CRC,DF,30,1988,12,746,62,21.8,8.3,8,81,4,4,24,17,0.92,8,13,-5,-0.6,-0.5,9.1,11.9,-2.8,-0.34,-0.36
GHA,MF,22,1996,6,153,26,4.5,1.7,1,90,1,5,13,20,1.17,2,6,-4,-2.35,-2.24,1.2,2.4,-1.1,-0.67,-0.64
SEN,DF,23,1994,23,2010,87,58.8,22.3,22,90,22,1,30,13,1.65,37,26,11,0.49,1.71,32.3,27.1,5.2,0.23,0.71
COL,FW,20,1998,1,28,28,0.8,0.3,0,,0,1,28,11,0.0,0,0,0,0.0,0.21,0.0,0.6,-0.5,-1.71,-1.66
CZE,"DF,MF",26,1992,18,1065,59,31.1,11.8,11,86,9,7,17,19,1.39,18,22,-4,-0.34,-0.19,12.9,18.7,-5.8,-0.49,-0.62
BRA,DF,21,1997,13,1119,86,32.7,12.4,13,86,10,0,,1,2.0,27,16,11,0.88,1.63,20.3,13.7,6.6,0.53,0.88
ITA,FW,27,1991,17,493,29,14.4,5.5,5,68,0,12,13,14,1.18,9,12,-3,-0.55,-0.39,6.4,7.6,-1.2,-0.22,-0.19
SWE,MF,19,1999,23,1176,51,34.4,13.1,13,76,5,10,19,14,1.09,15,24,-9,-0.69,-0.73,14.4,19.2,-4.7,-0.36,-0.46
NED,DF,25,1993,25,2023,81,59.2,22.5,23,87,18,2,17,7,1.2,28,34,-6,-0.27,-0.14,30.1,27.3,2.8,0.12,0.44
ARG,DF,25,1993,2,114,57,3.3,1.3,1,90,1,1,24,28,0.0,0,2,-2,-1.58,-1.42,0.3,1.2,-0.9,-0.68,-0.65
ITA,FW,26,1991,15,1139,76,33.3,12.7,13,85,8,2,16,0,1.4,20,16,4,0.32,0.79,20.1,11.5,8.5,0.67,1.1
NGA,FW,20,1998,8,257,32,7.5,2.9,2,77,1,6,17,13,0.88,1,4,-3,-1.05,-0.91,2.1,4.4,-2.3,-0.8,-0.8
ITA,"FW,MF",21,1997,35,1964,56,57.4,21.8,19,83,12,16,25,1,1.14,39,31,8,0.37,1.36,31.5,25.5,6.0,0.28,0.79
ITA,MF,27,1991,17,1489,88,43.5,16.5,17,88,11,0,,1,1.82,27,20,7,0.42,1.12,25.9,18.2,7.7,0.47,0.93
ARG,FW,36,1982,28,2329,83,68.1,25.9,26,87,18,2,31,1,1.32,38,36,2,0.08,0.9,35.4,31.5,3.9,0.15,0.66
FRA,DF,31,1987,6,491,82,14.4,5.5,6,82,4,0,,13,1.0,6,7,-1,-0.18,0.03,4.8,8.5,-3.6,-0.67,-0.71
ITA,FW,21,1997,4,196,49,5.7,2.2,3,62,0,1,11,9,0.25,1,2,-1,-0.46,-0.26,2.6,2.5,0.1,0.06,0.12
HUN,MF,23,1995,14,975,70,28.5,10.8,10,90,10,4,19,20,0.64,9,18,-9,-0.83,-0.87,9.4,14.3,-4.9,-0.45,-0.55
POL,GK,27,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,48,56,-8,-0.21,,46.8,49.0,-2.2,-0.06,
ITA,FW,22,1996,15,670,45,19.6,7.4,7,71,2,8,22,15,0.73,6,11,-5,-0.67,-0.25,8.2,12.9,-4.7,-0.63,-0.13
ITA,MF,22,1995,10,450,45,13.2,5.0,5,75,2,5,15,6,1.2,2,7,-5,-1.0,-0.61,4.6,8.0,-3.4,-0.68,-0.18
ITA,MF,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,GK,24,1994,38,3420,90,100.0,38.0,38,90,38,0,,0,1.08,36,54,-18,-0.47,,42.1,62.1,-20.0,-0.53,
MDA,MF,27,1990,37,2968,80,86.8,33.0,34,83,19,3,47,0,1.11,33,48,-15,-0.45,0.14,36.1,51.1,-15.1,-0.46,0.52
GRE,DF,24,1993,11,830,75,24.3,9.2,9,85,8,2,33,14,1.0,7,14,-7,-0.76,-0.38,11.2,14.0,-2.7,-0.3,0.3
URU,MF,22,1996,0,,,,,0,,0,0,,16,,,,,,,,,,,
FRA,FW,35,1983,5,131,26,3.8,1.5,1,69,0,4,16,8,1.2,3,3,0,0.0,0.49,1.3,2.6,-1.3,-0.93,-0.42
ITA,MF,31,1987,11,352,32,10.3,3.9,3,90,3,8,10,8,1.36,3,4,-1,-0.26,0.24,3.1,5.7,-2.6,-0.67,-0.16
CRO,DF,36,1982,26,2087,80,61.0,23.2,24,86,19,2,18,7,1.04,20,34,-14,-0.6,-0.33,23.0,40.3,-17.3,-0.75,-0.57
BRA,FW,28,1990,16,700,44,20.5,7.8,7,68,1,9,25,1,0.94,6,11,-5,-0.64,-0.21,8.9,15.9,-7.0,-0.9,-0.47
ITA,DF,32,1986,27,2266,84,66.3,25.2,24,90,22,3,38,10,0.96,22,37,-15,-0.6,-0.36,28.5,42.1,-13.6,-0.54,-0.04
ITA,DF,31,1986,7,580,83,17.0,6.4,7,83,4,0,,3,1.43,10,7,3,0.47,1.13,7.1,9.7,-2.6,-0.4,0.15
CRO,MF,26,1992,27,1494,55,43.7,16.6,17,79,8,10,15,8,1.15,14,23,-9,-0.54,-0.12,18.0,26.1,-8.1,-0.49,0.07
ITA,DF,21,1997,18,1474,82,43.1,16.4,16,89,15,2,23,19,1.0,15,23,-8,-0.49,-0.03,16.1,25.2,-9.1,-0.56,-0.05
ITA,FW,19,1999,1,12,12,0.4,0.1,0,,0,1,12,4,0.0,0,0,0,0.0,0.48,0.0,0.0,0.0,0.02,0.55
ITA,"FW,MF",26,1992,34,2555,75,74.7,28.4,30,80,11,4,38,0,1.09,27,44,-17,-0.6,-0.49,32.7,48.9,-16.2,-0.57,-0.17
BUL,"FW,MF",21,1996,4,105,26,3.1,1.2,0,,0,4,26,10,1.5,2,1,1,0.86,1.37,3.3,2.8,0.5,0.45,1.01
ITA,FW,29,1988,32,2734,85,79.9,30.4,31,87,26,1,29,2,1.16,30,40,-10,-0.33,0.72,34.9,46.4,-11.5,-0.38,0.74
ITA,DF,28,1989,24,2051,85,60.0,22.8,24,85,21,0,,1,1.21,22,33,-11,-0.48,-0.02,25.7,39.1,-13.4,-0.59,-0.15
ITA,MF,32,1986,25,1682,67,49.2,18.7,20,80,9,5,16,12,1.2,19,25,-6,-0.32,0.3,19.3,29.7,-10.4,-0.56,-0.06
ITA,DF,19,1999,12,940,78,27.5,10.4,11,84,9,1,18,2,1.17,10,15,-5,-0.48,-0.01,11.7,20.0,-8.3,-0.79,-0.37
ARG,MF,29,1989,12,896,75,26.2,10.0,10,85,5,2,23,2,1.08,12,11,1,0.1,0.78,11.2,13.3,-2.1,-0.21,0.43
ITA,DF,32,1986,3,106,35,3.1,1.2,1,90,1,2,8,17,0.33,0,3,-3,-2.55,-2.14,0.4,2.1,-1.8,-1.49,-0.99
ITA,"FW,MF",30,1987,14,558,40,16.3,6.2,5,74,1,9,21,5,0.86,6,8,-2,-0.32,0.18,5.2,8.3,-3.1,-0.49,0.04
CRO,DF,25,1993,3,100,33,2.9,1.1,0,,0,3,33,17,0.33,3,1,2,1.8,2.34,2.2,1.8,0.5,0.41,0.96
FRA,DF,21,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,
ITA,MF,21,1997,35,3107,89,90.8,34.5,35,89,30,0,,0,1.06,32,50,-18,-0.52,-0.52,36.6,56.8,-20.2,-0.58,-0.63
ITA,MF,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,
ITA,"MF,DF",25,1993,26,1703,66,49.8,18.9,17,88,15,9,22,4,1.19,19,27,-8,-0.42,0.1,23.1,30.0,-6.9,-0.36,0.32
BRA,GK,36,1982,0,,,,,0,,0,0,,37,,,,,,,,,,,
EST,DF,32,1985,15,1230,82,36.0,13.7,15,82,12,0,,2,0.87,12,18,-6,-0.44,0.05,15.9,21.3,-5.3,-0.39,0.22
ITA,GK,18,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,
ITA,FW,19,1999,1,78,78,2.3,0.9,1,78,0,0,,7,0.0,0,1,-1,-1.15,-0.7,0.7,2.3,-1.5,-1.79,-1.29
ITA,MF,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,GK,32,1986,0,,,,,0,,0,0,,37,,,,,,,,,,,
ITA,"DF,MF",34,1984,30,1915,64,56.0,21.3,22,82,15,8,14,7,1.2,20,33,-13,-0.61,-0.31,25.6,35.1,-9.5,-0.45,0.18
SVN,"MF,FW",31,1986,12,353,29,10.3,3.9,4,55,0,8,17,3,1.0,3,6,-3,-0.76,-0.32,5.4,6.3,-1.0,-0.25,0.31
CRO,GK,20,1998,6,540,90,15.8,6.0,6,90,6,0,,31,1.0,3,8,-5,-0.83,0.57,3.2,7.8,-4.6,-0.77,-0.16
ITA,GK,28,1990,2,91,46,2.7,1.0,1,90,1,1,1,12,0.0,1,7,-6,-5.93,-4.74,0.7,4.1,-3.3,-3.29,-2.72
ALB,DF,16,2001,1,90,90,2.6,1.0,1,90,1,0,,6,0.0,0,4,-4,-4.0,-2.76,0.5,2.0,-1.5,-1.54,-0.93
SEN,MF,20,1997,14,892,64,26.1,9.9,9,80,6,5,34,1,0.57,3,22,-19,-1.92,-0.81,8.0,14.1,-6.1,-0.61,0.03
SVN,DF,36,1982,14,1079,77,31.5,12.0,11,90,11,3,30,17,0.57,9,23,-14,-1.17,0.22,9.9,17.0,-7.1,-0.59,0.07
ITA,GK,16,2001,0,,,,,0,,0,0,,15,,,,,,,,,,,
ITA,"MF,FW",17,2000,10,655,66,19.2,7.3,8,74,0,2,33,12,0.6,3,12,-9,-1.24,0.1,4.8,10.9,-6.2,-0.85,-0.26
ITA,"MF,FW",33,1985,26,2009,77,58.7,22.3,22,87,19,4,22,1,0.38,15,50,-35,-1.57,-0.61,24.6,36.6,-12.0,-0.54,0.25
ITA,DF,29,1989,4,143,36,4.2,1.6,2,53,1,2,19,1,0.25,0,1,-1,-0.63,0.72,1.5,1.9,-0.3,-0.21,0.45
ITA,DF,21,1997,33,2468,75,72.2,27.4,27,84,21,6,33,1,0.52,21,55,-34,-1.24,0.27,25.1,45.7,-20.6,-0.75,-0.41
ITA,DF,31,1986,7,497,71,14.5,5.5,5,90,5,2,24,0,0.43,3,10,-7,-1.27,0.06,5.8,9.6,-3.8,-0.68,-0.05
ITA,DF,24,1993,30,2483,83,72.6,27.6,29,85,26,1,21,2,0.63,17,48,-31,-1.12,0.7,28.0,40.3,-12.3,-0.44,0.71
SRB,FW,30,1987,13,634,49,18.5,7.0,6,79,4,7,23,10,0.62,3,13,-10,-1.42,-0.13,9.3,10.1,-0.9,-0.13,0.63
FRA,MF,17,2001,2,65,33,1.9,0.7,0,,0,2,33,3,0.5,0,3,-3,-4.15,-2.89,0.5,1.5,-1.0,-1.37,-0.74
SRB,MF,29,1988,19,1706,90,49.9,19.0,19,90,18,0,,0,0.53,13,37,-24,-1.27,0.1,18.9,32.2,-13.4,-0.7,-0.13
NGA,MF,27,1991,11,659,60,19.3,7.3,9,67,1,2,29,2,0.55,5,13,-8,-1.09,0.28,8.7,10.7,-2.0,-0.27,0.46
ITA,DF,33,1985,21,1823,87,53.3,20.3,20,90,20,1,23,7,0.52,18,44,-26,-1.28,0.07,22.3,37.3,-15.0,-0.74,-0.22
BRA,"MF,FW",24,1994,4,84,21,2.5,0.9,0,,0,4,21,12,0.5,0,0,0,0.0,1.35,1.2,1.1,0.1,0.14,0.8
ITA,FW,27,1991,10,302,30,8.8,3.4,3,67,0,7,15,17,0.3,0,9,-9,-2.68,-1.5,0.9,4.8,-3.9,-1.15,-0.56
ITA,DF,32,1986,8,646,81,18.9,7.2,7,90,6,1,17,7,0.25,3,19,-16,-2.23,-1.13,3.0,11.3,-8.3,-1.16,-0.64
POL,FW,23,1995,35,2476,71,72.4,27.5,27,84,18,8,27,2,0.51,20,59,-39,-1.42,-0.37,25.8,43.6,-17.8,-0.65,-0.03
ITA,DF,24,1993,30,2610,87,76.3,29.0,29,89,26,1,38,3,0.6,19,48,-29,-1.0,1.33,28.1,44.7,-16.5,-0.57,0.29
ARG,MF,20,1998,1,58,58,1.7,0.6,0,,0,1,58,24,1.0,0,0,0,0.0,1.34,0.1,0.6,-0.5,-0.77,-0.13
ALG,"MF,DF",20,1998,23,1607,70,47.0,17.9,18,83,11,5,22,12,0.39,10,36,-26,-1.46,-0.26,16.3,24.8,-8.5,-0.48,0.31
ITA,GK,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
GAM,FW,16,2001,1,12,12,0.4,0.1,0,,0,1,12,1,1.0,0,0,0,0.0,1.32,0.0,0.1,-0.1,-0.71,-0.07
SRB,DF,30,1987,10,739,74,21.6,8.2,9,77,6,1,46,11,0.5,6,20,-14,-1.71,-0.5,8.1,17.2,-9.1,-1.11,-0.6
ITA,MF,27,1990,24,1951,81,57.0,21.7,23,84,15,1,14,7,0.42,15,48,-33,-1.52,-0.48,21.3,36.8,-15.6,-0.72,-0.18
FRA,DF,34,1984,5,227,45,6.6,2.5,3,73,2,2,5,9,0.6,0,6,-6,-2.38,-1.14,1.7,3.3,-1.6,-0.64,0.0
POL,DF,23,1994,19,1348,71,39.4,15.0,15,83,10,4,24,10,0.37,10,30,-20,-1.34,-0.03,15.2,22.4,-7.2,-0.48,0.26
FIN,MF,31,1986,30,2156,72,63.0,24.0,25,79,15,5,38,5,0.6,22,43,-21,-0.88,1.19,24.2,37.5,-13.3,-0.55,0.23
ITA,FW,32,1985,24,1548,65,45.3,17.2,18,77,8,6,26,12,0.5,10,33,-23,-1.34,-0.04,13.8,26.9,-13.1,-0.76,-0.22
