nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
AUT,"FW,MF",31,1992,16.6,1,0,0,31,44,15,21,2,8,0,0,0,40,33,65,33.7
LUX,MF,23,2000,29.0,8,0,0,58,52,3,5,36,40,0,0,0,144,39,63,38.2
KOR,"MF,FW",30,1992,23.5,6,0,0,19,27,9,17,27,20,2,0,0,95,33,64,34.0
FRA,FW,29,1994,15.1,4,0,0,28,15,5,3,4,2,0,0,0,49,78,91,46.2
GER,"MF,FW",25,1997,8.0,3,0,0,10,17,3,36,2,4,0,0,0,37,3,19,13.6
GER,MF,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,75.0
GER,DF,25,1998,4.2,0,0,0,2,2,0,0,4,3,0,0,0,28,13,6,68.4
GER,"MF,DF",22,2001,2.9,1,0,0,6,1,0,2,4,4,0,0,0,16,4,7,36.4
GER,MF,26,1996,14.6,5,0,0,11,32,1,126,14,14,0,0,0,93,10,5,66.7
GER,"FW,MF",18,2005,1.4,0,0,0,0,0,0,0,1,1,0,0,0,6,3,12,20.0
AUT,DF,29,1994,22.2,4,1,0,34,13,3,86,17,15,1,0,0,88,18,18,50.0
GER,GK,28,1994,30.0,3,0,0,1,4,0,0,1,2,0,1,0,36,9,1,90.0
NED,DF,21,2001,31.5,9,0,0,31,18,0,2,43,23,0,0,1,176,171,78,68.7
SUI,DF,30,1993,13.8,4,0,0,10,3,3,35,16,10,0,0,0,61,19,32,37.3
GER,DF,31,1991,7.4,3,0,0,10,8,1,1,6,8,0,0,0,38,24,23,51.1
GER,MF,22,2001,15.0,5,0,0,31,16,0,7,17,33,0,0,0,148,15,11,57.7
MLI,MF,25,1998,17.0,5,0,0,14,15,2,4,21,27,1,0,0,96,34,18,65.4
GER,DF,26,1997,28.1,5,0,0,27,34,2,67,33,39,0,2,0,163,23,22,51.1
SVN,FW,20,2003,17.0,0,0,0,14,10,12,4,3,5,0,0,0,28,38,29,56.7
FRA,DF,20,2002,24.3,3,0,0,8,23,1,5,12,12,0,0,0,158,32,27,54.2
AUT,"MF,FW",23,1999,12.9,3,0,0,27,27,1,8,5,13,1,0,0,40,20,29,40.8
GER,"DF,MF",28,1994,0.5,0,0,0,2,0,0,5,2,1,0,0,0,3,2,1,66.7
ESP,MF,25,1998,16.1,0,0,0,15,17,1,21,13,18,0,0,0,75,11,19,36.7
GER,DF,25,1998,30.4,6,0,0,28,12,4,306,27,35,0,0,0,169,27,20,57.4
FRA,"DF,MF",18,2005,0.4,0,0,0,0,0,0,2,1,0,0,0,0,6,0,3,0.0
MKD,"MF,FW",23,1999,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0
SWE,"MF,FW",31,1991,5.2,0,0,0,4,9,0,8,0,3,0,0,0,19,2,3,40.0
POR,MF,20,2002,1.8,0,0,0,0,3,0,6,0,1,0,0,0,12,2,3,40.0
GER,GK,32,1991,21.0,0,0,0,0,2,0,0,0,1,0,0,0,42,7,2,77.8
NOR,MF,16,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SVN,MF,32,1990,15.1,3,0,0,16,3,0,11,11,8,0,1,0,102,3,10,23.1
BEL,FW,23,2000,30.0,4,0,0,38,64,33,32,5,3,1,1,0,59,22,31,41.5
GER,DF,27,1996,16.0,3,0,0,11,5,1,8,13,10,0,0,0,81,16,32,33.3
FRA,DF,23,2000,23.8,8,0,0,35,25,3,18,29,29,1,1,0,113,60,36,62.5
AUT,MF,22,2001,8.0,1,0,0,5,1,0,4,8,18,0,0,1,50,6,8,42.9
GAM,FW,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HUN,GK,33,1990,13.0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,100.0
GER,"FW,MF",27,1996,2.3,0,0,0,2,0,0,4,1,1,0,0,0,7,0,2,0.0
HUN,DF,30,1992,17.6,2,0,0,16,10,0,1,16,12,0,0,0,87,54,28,65.9
AUT,MF,25,1997,27.5,7,0,0,34,25,2,14,19,50,0,0,0,203,23,18,56.1
NED,MF,20,2003,29.5,11,1,1,32,70,1,76,16,17,2,0,0,167,19,17,52.8
DEN,FW,29,1994,13.5,0,0,0,22,29,4,4,4,8,1,0,0,42,19,34,35.8
GER,GK,26,1996,30.0,1,0,0,0,4,0,0,0,2,0,0,1,65,8,1,88.9
GER,MF,22,2001,29.9,5,0,0,36,33,0,81,28,33,0,0,0,196,30,30,50.0
FRA,DF,22,2001,11.2,3,0,0,9,4,1,3,8,12,0,1,0,58,19,27,41.3
,MF,26,1996,29.1,9,0,0,28,61,0,4,27,44,0,0,0,174,44,38,53.7
CRO,"FW,DF",25,1998,0.5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,
GER,"FW,MF",25,1998,28.5,2,0,0,6,10,3,100,7,19,0,0,0,119,4,14,22.2
FRA,DF,24,1999,16.1,1,0,0,17,3,1,0,20,14,0,0,1,109,60,13,82.2
GER,"FW,MF",27,1996,23.2,5,0,0,29,27,3,7,6,13,2,0,0,71,17,33,34.0
FRA,"MF,FW",21,2002,24.9,5,0,0,36,35,4,38,16,22,1,0,0,135,7,30,18.9
GER,GK,28,1995,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
JPN,MF,32,1991,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,
JPN,DF,24,1999,24.8,1,0,0,17,8,2,23,29,18,0,0,0,125,30,38,44.1
GER,"FW,MF",22,2001,16.9,3,0,0,22,23,8,46,5,10,0,1,0,74,4,13,23.5
KOR,"MF,FW",23,1999,7.0,1,0,0,4,9,2,8,7,9,0,0,0,28,3,11,21.4
GER,DF,22,2000,13.1,2,0,0,11,8,2,22,2,18,0,0,0,58,8,15,34.8
SRB,"FW,MF",18,2005,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0
SUI,DF,21,2002,6.6,0,0,0,5,1,0,12,5,8,0,0,0,27,4,9,30.8
GER,"MF,DF",20,2002,1.2,1,0,0,2,2,0,0,1,1,0,0,0,8,0,0,
GER,"FW,MF",18,2005,0.3,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,50.0
GER,MF,27,1996,2.5,0,0,0,0,2,0,6,0,1,0,0,0,23,2,5,28.6
GER,DF,26,1997,23.4,5,0,0,28,31,1,105,46,51,0,0,0,140,30,20,60.0
GER,DF,27,1996,11.8,3,1,1,16,11,0,26,15,8,0,0,0,49,9,17,34.6
GER,"FW,DF",22,2000,0.9,1,0,0,2,1,0,0,0,0,0,0,0,8,1,3,25.0
GER,MF,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,
GUI,FW,27,1996,24.5,0,0,0,18,55,18,1,6,3,2,0,0,39,65,55,54.2
COD,"FW,MF",24,1998,10.0,0,0,0,13,15,5,28,0,3,1,0,0,37,5,11,31.3
GER,DF,27,1996,32.1,7,0,0,25,26,0,14,40,25,1,1,1,203,79,42,65.3
CZE,MF,25,1998,15.2,2,0,0,16,13,2,17,11,14,0,0,0,85,16,17,48.5
GER,GK,31,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER,MF,18,2004,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.0
HUN,MF,24,1999,13.5,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8
TUN,MF,26,1996,11.9,2,0,0,20,27,0,22,12,12,0,0,0,80,12,14,46.2
GER,"FW,MF",22,2001,14.2,2,0,0,29,20,4,44,4,11,0,0,0,59,19,38,33.3
USA,"MF,FW",22,2000,14.1,3,1,1,15,25,5,22,2,18,0,0,0,88,13,16,44.8
CIV,"FW,MF",27,1996,1.6,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30.0
AUT,DF,36,1987,18.3,2,1,0,13,4,3,165,13,15,1,1,0,78,26,20,56.5
NED,DF,25,1998,24.0,2,0,0,13,20,0,4,38,23,1,0,0,68,53,42,55.8
CIV,"FW,MF",20,2002,7.6,0,0,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0
POR,DF,24,1999,30.0,6,0,0,40,31,1,4,47,36,0,2,0,145,71,44,61.7
DEN,GK,30,1992,33.0,2,0,0,0,4,0,0,1,1,0,0,0,46,10,1,90.9
GER,"MF,DF",29,1994,13.6,7,0,0,22,16,1,15,12,24,0,0,0,95,20,19,51.3
USA,FW,27,1996,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0
CRO,DF,27,1995,14.4,4,0,0,4,10,0,104,12,14,0,0,0,87,3,4,42.9
FRA,DF,30,1993,8.4,2,0,0,4,10,0,21,5,9,0,0,0,52,9,8,52.9
GER,FW,32,1991,14.0,3,0,0,22,20,8,6,6,10,0,0,0,36,92,81,53.2
GER,DF,31,1991,14.7,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7
GER,"FW,MF",31,1992,14.9,3,2,1,28,13,7,56,6,9,0,0,0,56,23,41,35.9
ITA,DF,36,1987,5.1,0,0,0,2,1,0,6,7,5,0,1,0,32,5,7,41.7
FRA,MF,26,1997,17.5,5,0,0,31,8,0,9,25,20,0,0,0,93,38,38,50.0
DEN,FW,22,2001,5.4,0,0,0,7,10,0,5,1,3,0,0,0,19,26,34,43.3
SRB,MF,27,1996,0.2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
GER,DF,25,1998,2.6,0,0,0,0,2,0,0,4,2,0,0,0,14,5,2,71.4
GER,MF,29,1994,14.9,5,1,0,25,14,1,6,22,22,0,1,0,74,19,18,51.4
GER,"DF,MF",29,1994,25.4,9,1,1,29,24,17,64,36,44,0,1,0,100,60,44,57.7
GER,DF,31,1992,21.3,1,0,0,10,10,0,3,13,22,0,1,1,152,46,41,52.9
SUR,"FW,MF",28,1995,7.2,0,0,0,6,5,4,57,0,3,1,0,0,48,0,8,0.0
BEL,"FW,MF",22,2001,6.6,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4
GER,DF,25,1998,6.6,0,0,0,5,5,0,2,9,11,0,0,0,39,26,14,65.0
GER,DF,31,1991,28.7,4,1,0,15,15,1,23,24,23,0,1,0,142,44,26,62.9
GER,"DF,MF",34,1989,8.9,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4
POL,FW,26,1997,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0
NGA,"DF,MF",23,1999,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5
BUL,MF,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOR,MF,18,2004,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,
DEN,MF,26,1996,25.9,5,1,0,49,39,2,10,23,22,1,0,0,165,63,34,64.9
CZE,GK,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0
USA,FW,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ARG,DF,22,2001,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4
GER,FW,22,2000,11.3,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8
GER,"FW,DF",18,2005,0.2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,
GER,MF,29,1993,17.5,9,0,0,34,31,2,40,13,18,0,0,0,110,6,16,27.3
AUT,DF,25,1998,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4
GER,FW,29,1994,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3
GER,GK,28,1995,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3
SRB,DF,27,1995,21.3,2,0,0,9,5,0,20,17,15,0,0,0,95,38,44,46.3
GER,"DF,MF",29,1994,29.3,5,0,0,29,39,4,82,20,38,0,0,0,171,23,40,36.5
GUI,"MF,DF",28,1995,1.2,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0.0
GER,"FW,MF",21,2002,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4
GER,FW,30,1993,2.0,0,0,0,2,7,3,0,0,1,0,0,0,3,12,11,52.2
GER,DF,26,1996,0.8,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0
GER,DF,28,1995,12.1,4,0,0,20,16,1,0,19,15,0,1,0,54,29,23,55.8
SCO,FW,26,1997,0.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
BEL,DF,23,2000,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1
COL,FW,27,1995,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6
AUT,"MF,FW",23,2000,28.9,5,0,0,33,53,4,62,11,20,0,0,0,189,24,50,32.4
BEL,MF,24,1999,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3
FRA,MF,21,2002,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7
SWE,"FW,MF",22,2001,4.3,0,0,0,3,3,2,1,2,2,0,0,0,14,13,11,54.2
BEL,MF,20,2002,12.8,6,0,0,29,24,0,10,14,15,0,0,0,72,15,6,71.4
GER,FW,17,2006,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0
SUI,DF,25,1998,18.2,5,0,0,24,10,0,5,15,9,0,1,0,66,39,16,70.9
GER,FW,18,2005,0.4,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3
POL,"FW,MF",21,2002,5.3,0,0,0,3,5,2,16,2,5,0,0,0,24,4,12,25.0
DEN,"DF,MF",26,1997,27.2,5,0,0,19,15,2,60,29,39,0,1,0,134,22,24,47.8
DEN,FW,24,1999,29.5,3,0,0,28,45,9,8,3,10,0,0,0,60,90,85,51.4
GER,FW,32,1991,6.8,1,0,0,8,5,4,4,3,1,0,0,0,15,32,26,55.2
USA,"FW,MF",20,2003,15.9,4,0,0,11,53,5,33,23,21,1,0,0,62,10,14,41.7
GER,"DF,MF",22,2000,3.2,1,0,0,4,3,0,11,1,6,0,0,0,10,0,5,0.0
BEL,GK,31,1992,25.0,2,0,0,1,3,0,0,0,1,0,1,0,33,8,0,100.0
GER,MF,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CRO,"MF,FW",25,1998,23.4,5,0,0,37,37,1,89,12,18,1,0,0,143,11,18,37.9
GER,FW,24,1998,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,3,3,50.0
SWE,MF,24,1999,19.1,8,0,0,42,32,2,55,21,17,1,0,0,98,20,11,64.5
FRA,DF,23,2000,26.2,5,3,1,27,19,0,5,24,29,0,0,0,126,64,50,56.1
GER,MF,29,1994,27.8,9,0,0,37,46,0,110,24,31,0,0,0,174,14,30,31.8
GER,DF,24,1999,19.4,7,1,1,26,3,0,0,26,24,0,0,1,81,48,22,68.6
FRA,DF,24,1999,3.1,1,0,0,1,0,0,4,4,6,0,0,0,12,3,9,25.0
AUT,"FW,MF",22,2001,6.5,3,1,0,14,11,1,12,3,5,0,0,0,27,13,9,59.1
AUT,GK,35,1987,9.0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0
GER,"DF,MF",25,1998,22.4,4,0,0,24,35,3,54,21,20,0,0,0,124,21,27,43.8
BRA,DF,25,1998,10.1,0,0,0,7,12,0,27,5,6,0,0,0,55,7,14,33.3
BEL,DF,24,1999,15.9,5,0,0,27,5,1,1,18,12,0,0,2,66,29,24,54.7
POR,"FW,MF",21,2002,11.5,3,0,0,12,26,3,28,3,2,0,0,0,37,15,14,51.7
CZE,"FW,MF",25,1997,10.2,2,0,0,9,0,4,33,8,3,0,0,0,58,1,6,14.3
GER,"MF,DF",29,1994,18.1,5,0,0,18,16,2,27,7,20,0,0,0,78,28,27,50.9
FRA,"DF,MF",32,1984,6.9,2,0,0,14,7,0,6,16,9,0,0,0,,,,
ITA,MF,21,1995,7.8,2,0,0,16,20,4,9,11,13,0,0,0,,,,
ITA,FW,26,1990,4.9,0,0,0,10,8,4,0,0,4,0,0,0,,,,
SRB,FW,24,1992,1.0,0,0,0,4,1,1,1,1,1,0,0,0,,,,
ITA,DF,17,1999,1.7,0,0,0,4,5,0,1,6,3,0,0,0,,,,
ITA,"DF,MF",22,1994,29.6,12,0,0,47,39,0,55,70,52,0,0,0,,,,
ITA,DF,30,1986,32.5,9,0,0,37,23,3,10,91,38,0,0,0,,,,
ITA,FW,21,1995,29.0,2,0,0,57,70,12,12,3,9,2,0,0,,,,
FRA,"FW,MF",28,1987,1.2,0,0,0,1,2,1,13,1,2,0,0,0,,,,
SEN,"DF,MF",31,1985,7.1,1,0,0,5,8,0,27,13,16,0,0,0,,,,
ECU,MF,19,1997,0.3,0,0,0,0,0,1,0,0,2,0,0,0,,,,
ITA,"DF,MF",21,1995,7.4,1,0,0,10,8,0,12,4,14,0,0,0,,,,
CHI,MF,29,1987,1.1,3,1,1,4,1,0,0,3,3,0,0,0,,,,
ITA,"DF,MF",35,1981,3.1,3,0,0,8,8,1,10,11,2,0,1,0,,,,
BIH,DF,29,1987,15.4,1,0,0,22,12,2,3,50,21,0,0,0,,,,
ALB,GK,27,1989,26.0,2,0,0,0,6,0,1,2,2,0,2,0,,,,
ITA,MF,17,1999,0.5,0,0,0,2,1,0,0,1,2,0,0,0,,,,
CIV,"DF,MF",19,1996,24.7,7,2,1,56,31,2,37,35,28,1,0,0,,,,
ITA,"DF,MF",35,1981,0.1,0,0,0,0,0,0,0,0,1,0,0,0,,,,
ITA,DF,35,1981,0.5,0,0,0,2,2,0,0,0,1,0,0,0,,,,
NED,"DF,MF",22,1994,3.2,2,0,0,9,2,2,5,5,3,0,0,0,,,,
SVN,MF,27,1989,30.4,7,0,0,56,58,8,54,28,32,0,0,0,,,,
ITA,"DF,MF",23,1993,27.7,2,0,0,22,19,1,107,33,27,0,0,1,,,,
ITA,"DF,FW",25,1991,8.5,2,0,0,13,26,1,48,8,10,0,0,0,,,,
ITA,GK,24,1992,8.0,1,0,0,0,2,0,0,0,0,0,0,0,,,,
ITA,DF,22,1994,29.5,4,0,0,37,19,2,2,90,36,0,0,0,,,,
CHI,FW,32,1984,1.7,2,0,0,7,2,5,3,0,1,0,0,0,,,,
ARG,"FW,MF",28,1988,34.7,6,0,0,35,109,27,359,27,19,3,0,0,,,,
ITA,GK,21,1995,4.0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
ITA,DF,25,1990,30.2,7,0,0,49,15,2,16,108,69,0,1,0,,,,
SUI,MF,24,1992,29.0,5,0,0,51,35,1,66,62,55,0,0,0,,,,
ITA,MF,22,1994,8.6,5,0,0,22,16,0,6,19,16,0,0,0,,,,
MAR,DF,22,1994,27.0,6,1,0,48,25,5,51,61,53,0,0,0,,,,
ITA,DF,22,1994,1.0,0,0,0,0,1,0,0,1,1,0,0,0,,,,
BRA,GK,32,1983,17.1,1,0,0,0,4,0,0,1,0,0,0,0,,,,
FRA,"FW,MF",28,1987,3.2,0,0,0,6,3,2,6,1,2,0,0,0,,,,
ITA,GK,33,1983,20.9,0,0,0,0,1,0,0,0,1,0,0,0,,,,
ITA,DF,32,1983,0.3,0,0,0,1,2,0,0,3,0,0,0,0,,,,
SUI,MF,30,1986,28.7,10,1,0,34,85,2,28,40,49,0,0,0,,,,
CRO,FW,21,1994,5.9,1,0,0,17,17,2,2,8,7,0,0,0,,,,
ITA,DF,33,1983,21.3,13,2,1,31,21,3,3,59,34,0,1,0,,,,
ITA,DF,33,1982,26.4,8,0,0,31,12,0,6,88,52,0,0,0,,,,
SWE,DF,21,1994,18.4,1,2,0,18,9,0,44,33,24,0,0,0,,,,
CHI,"DF,MF",22,1994,17.7,7,2,1,25,26,1,17,46,42,0,2,0,,,,
ITA,"FW,MF",22,1994,12.1,3,1,0,25,27,8,33,7,11,0,0,0,,,,
ITA,MF,24,1992,12.4,4,1,0,15,19,0,57,34,23,0,0,0,,,,
SWE,"DF,MF",23,1993,9.3,3,0,0,8,4,0,1,14,11,0,0,0,,,,
GHA,MF,20,1996,9.8,2,0,0,6,8,0,9,15,8,0,0,0,,,,
SEN,"DF,MF",21,1994,11.9,4,0,0,19,17,0,4,26,24,0,0,2,,,,
CZE,"DF,FW",24,1992,30.8,2,0,0,29,43,19,134,23,22,0,0,0,,,,
ITA,MF,24,1992,5.1,0,0,0,2,4,1,13,6,8,0,0,0,,,,
GRE,DF,23,1992,13.9,1,0,0,16,17,0,4,37,13,0,2,0,,,,
ITA,FW,25,1991,27.4,4,0,0,43,44,31,8,5,17,1,0,0,,,,
NGA,FW,18,1998,2.8,1,0,0,4,5,2,7,2,7,0,0,0,,,,
ALG,MF,24,1992,21.1,1,0,0,22,32,3,25,12,40,0,0,0,,,,
ITA,FW,34,1981,2.7,0,0,0,0,3,4,1,1,5,0,0,0,,,,
ITA,"FW,MF",24,1992,23.5,4,0,0,35,48,8,119,16,29,0,0,0,,,,
NGA,FW,19,1997,2.6,2,0,0,10,5,3,0,1,3,0,0,0,,,,
GRE,"DF,MF",31,1985,21.5,5,1,0,19,23,2,37,37,25,0,0,0,,,,
HUN,MF,21,1995,20.0,4,0,0,21,14,0,18,28,23,0,0,0,,,,
ITA,MF,20,1995,2.7,2,0,0,3,2,0,0,4,1,0,0,0,,,,
MDA,MF,25,1990,14.5,5,0,0,34,14,2,13,20,25,1,1,0,,,,
POL,"DF,MF",25,1991,9.3,1,0,0,9,3,0,1,26,7,0,0,0,,,,
POR,DF,34,1981,36.0,5,1,0,44,15,2,9,70,21,0,1,0,,,,
ITA,MF,29,1987,13.2,4,1,0,11,20,0,14,17,26,0,0,0,,,,
ITA,"FW,MF",28,1988,15.9,6,1,1,15,47,0,95,25,24,0,0,0,,,,
BRA,FW,26,1990,13.0,4,0,0,20,15,7,31,12,11,2,0,0,,,,
ITA,DF,30,1986,28.3,7,0,0,35,26,3,31,68,53,0,2,0,,,,
ITA,FW,29,1987,5.2,1,0,0,6,6,7,7,4,6,2,0,0,,,,
ITA,MF,18,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,,,,
BRA,GK,23,1992,3.0,1,0,0,0,0,0,0,1,0,0,1,0,,,,
ITA,MF,33,1983,3.9,5,0,0,6,5,0,1,10,5,0,0,0,,,,
PRK,FW,17,1998,0.7,0,0,0,2,2,4,1,0,2,0,0,0,,,,
ITA,"FW,MF",24,1992,16.1,4,1,0,33,51,6,36,11,18,0,0,0,,,,
ITA,"DF,MF",22,1993,3.5,3,0,0,8,3,0,4,10,5,0,0,0,,,,
ITA,DF,26,1989,18.8,5,0,0,21,4,0,6,42,25,0,1,1,,,,
ITA,GK,18,1998,1.0,0,0,0,0,1,0,0,0,0,0,1,0,,,,
ITA,FW,34,1982,28.8,4,0,0,38,46,24,25,11,12,1,1,1,,,,
ITA,DF,24,1991,8.6,2,1,1,9,8,1,12,11,13,0,0,0,,,,
ITA,"FW,MF",28,1987,25.8,5,0,0,48,53,30,19,17,25,0,0,0,,,,
ITA,GK,39,1977,14.0,1,1,0,0,3,0,0,1,2,0,0,0,,,,
CRO,"DF,MF",23,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
CHI,"DF,MF",28,1988,31.9,10,0,0,37,27,4,54,39,63,0,1,0,,,,
ITA,FW,25,1991,2.8,0,0,0,7,10,2,2,0,1,0,0,0,,,,
ITA,DF,21,1994,24.1,3,0,0,32,26,4,55,43,42,1,1,0,,,,
ITA,MF,19,1997,21.2,11,1,1,44,49,0,44,28,46,0,1,0,,,,
GRE,MF,25,1991,23.8,5,0,0,42,26,0,43,62,74,0,1,0,,,,
ITA,"DF,MF",23,1993,3.9,1,0,0,9,9,0,7,7,15,0,0,0,,,,
BRA,GK,34,1982,20.0,0,0,0,0,5,0,0,1,1,0,0,0,,,,
ITA,MF,16,2000,0.1,0,0,0,0,0,0,0,0,1,0,0,0,,,,
ITA,GK,40,1975,0.9,1,1,0,0,0,0,0,0,0,0,0,0,,,,
BEL,DF,19,1997,1.5,1,0,0,4,0,0,1,2,1,0,0,0,,,,
ITA,"DF,MF",32,1984,24.2,6,0,0,26,25,2,42,31,31,0,0,0,,,,
COL,"FW,MF",26,1990,0.4,0,0,0,0,3,1,0,1,0,0,0,0,,,,
ITA,DF,34,1981,18.5,1,0,0,9,11,0,1,33,13,0,0,0,,,,
ITA,GK,26,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
ITA,FW,33,1983,6.1,0,0,0,6,18,9,4,2,8,0,0,0,,,,
SVN,DF,34,1982,16.0,10,1,1,28,22,0,1,25,14,0,2,0,,,,
ITA,DF,37,1979,24.3,8,0,0,29,23,1,0,76,27,0,0,1,,,,
ITA,"FW,MF",15,2000,0.4,0,0,0,0,0,0,1,1,0,0,0,0,,,,
ITA,"DF,MF",19,1997,5.0,3,1,1,10,11,0,17,16,13,0,0,0,,,,
ITA,DF,29,1986,27.9,7,1,0,32,28,0,97,44,33,0,1,0,,,,
ITA,"DF,MF",21,1995,0.6,0,0,0,2,1,0,2,2,3,0,1,0,,,,
ITA,DF,37,1979,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
SRB,"DF,MF",27,1988,32.2,10,0,0,60,50,0,18,46,54,0,0,0,,,,
NED,MF,28,1987,15.2,3,0,0,14,12,1,38,8,8,0,0,0,,,,
GAM,FW,22,1994,0.2,0,0,0,1,0,0,0,0,1,0,0,0,,,,
ARG,MF,27,1989,30.7,7,1,1,56,48,6,71,72,57,0,1,0,,,,
ARG,MF,33,1983,13.0,1,0,0,26,8,0,34,15,30,0,1,0,,,,
ITA,"DF,MF",35,1980,28.9,5,0,0,30,21,1,60,42,34,0,0,0,,,,
ITA,MF,25,1990,5.6,2,0,0,16,1,0,0,2,10,0,0,0,,,,
FRA,DF,32,1984,13.1,2,0,0,14,8,0,26,23,14,0,0,0,,,,
ARG,DF,33,1983,17.7,8,0,0,30,23,0,0,38,16,0,0,0,,,,
FIN,MF,29,1986,20.8,6,0,0,42,70,1,59,32,39,0,0,0,,,,
ITA,FW,30,1985,19.7,6,0,0,47,45,18,17,12,19,2,0,0,,,,
ITA,FW,24,1991,21.8,0,0,0,41,37,23,21,2,19,2,0,0,,,,
COD,MF,19,1996,8.9,0,0,0,12,12,0,8,11,9,0,0,0,,,,
TOG,"FW,MF",29,1987,2.8,1,0,0,1,10,4,3,1,1,1,0,0,,,,
ITA,FW,37,1979,19.2,1,0,0,17,38,35,10,5,6,1,0,0,,,,
MAR,MF,18,1997,0.8,1,0,0,3,1,0,7,1,3,0,0,0,,,,
ITA,GK,37,1979,34.0,1,0,0,0,3,0,0,0,1,0,0,0,,,,
SVN,"FW,MF",29,1986,30.7,5,0,0,37,33,3,225,27,31,0,0,0,,,,
ITA,"FW,MF",20,1996,0.3,0,0,0,2,1,1,2,0,0,0,0,0,,,,
ROU,MF,25,1991,17.4,3,0,0,18,27,1,110,29,16,1,1,0,,,,
ITA,"DF,MF",29,1987,28.4,12,0,0,56,53,8,95,60,43,0,0,0,,,,
BUL,MF,26,1990,8.3,2,0,0,6,5,4,26,5,6,0,0,0,,,,
ITA,GK,33,1983,36.0,2,1,0,0,3,0,2,3,1,0,0,0,,,,
ITA,MF,22,1993,22.9,3,0,0,41,15,0,54,36,39,0,1,0,,,,
ITA,FW,26,1990,9.1,2,0,0,14,24,6,24,15,18,0,0,0,,,,
SVN,MF,20,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,
ITA,MF,25,1991,5.6,0,0,0,6,4,0,17,6,5,0,0,0,,,,
