nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
NED,DF,24,1991,19.1,,16,,,,,,,,,,,36,,,
CRO,"FW,MF",18,1998,0.9,,1,,,,,,,,,,,1,,,
FRA,"DF,MF",25,1990,17.1,,44,,,,,,,,,,,83,,,
GER,"FW,MF",22,1993,11.7,,7,,,,,,,,,,,9,,,
GER,MF,19,1997,0.5,,0,,,,,,,,,,,1,,,
BEL,GK,24,1992,20.0,,0,,,,,,,,,,,0,,,
BRA,"DF,MF",29,1987,26.0,,45,,,,,,,,,,,92,,,
GER,"DF,MF",32,1984,1.2,,3,,,,,,,,,,,1,,,
GER,FW,31,1985,31.7,,13,,,,,,,,,,,16,,,
GER,MF,22,1994,26.9,,30,,,,,,,,,,,52,,,
GER,"DF,MF",21,1995,14.7,,25,,,,,,,,,,,25,,,
CMR,"FW,MF",24,1992,6.1,,5,,,,,,,,,,,4,,,
GER,DF,27,1989,6.0,,13,,,,,,,,,,,14,,,
SUI,"DF,MF",23,1992,22.4,,21,,,,,,,,,,,38,,,
NED,"DF,MF",19,1996,10.8,,11,,,,,,,,,,,14,,,
GER,DF,24,1992,20.8,,24,,,,,,,,,,,53,,,
GER,DF,26,1990,3.3,,7,,,,,,,,,,,8,,,
NGA,FW,17,1998,0.5,,0,,,,,,,,,,,2,,,
POR,"DF,FW",30,1986,13.5,,19,,,,,,,,,,,49,,,
GER,"DF,MF",22,1994,24.6,,39,,,,,,,,,,,33,,,
TUR,"FW,MF",24,1992,13.1,,11,,,,,,,,,,,11,,,
ISL,FW,28,1989,20.2,18,13,7,5,6,8,15,53.3,7,15,1,14,14,32,7,0
GER,GK,30,1987,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
BRA,FW,29,1988,31.7,53,40,20,27,6,17,42,40.5,25,36,1,35,15,68,42,2
GER,"DF,MF",32,1985,0.9,4,3,3,1,0,2,3,66.7,1,0,0,0,1,5,4,1
GER,MF,33,1984,28.2,83,62,38,40,5,46,83,55.4,37,26,5,21,57,140,41,1
GHA,DF,26,1990,15.7,31,27,20,10,1,21,27,77.8,6,14,5,9,28,59,56,0
GER,FW,22,1994,1.9,6,5,1,3,2,3,8,37.5,5,2,0,2,5,11,0,0
SRB,DF,30,1987,2.5,7,6,6,1,0,3,7,42.9,4,3,2,1,4,11,7,0
CZE,MF,27,1989,7.8,41,37,17,23,1,21,36,58.3,15,19,3,16,11,52,11,0
NED,DF,26,1991,26.5,57,44,36,18,3,27,41,65.9,14,36,10,26,54,111,128,0
KOR,"FW,MF",26,1991,0.2,2,1,0,1,1,0,0,,0,1,1,0,1,3,0,0
FRA,"DF,FW",27,1990,16.4,23,16,6,13,4,11,18,61.1,7,16,1,15,10,33,35,1
AUT,DF,18,1998,12.3,18,12,13,5,0,12,16,75.0,4,21,14,7,20,38,63,1
GER,FW,19,1998,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
KOR,MF,28,1989,22.7,54,41,18,31,5,27,44,61.4,17,22,3,19,27,81,34,2
GRE,"FW,DF",23,1993,0.4,1,1,1,0,0,0,0,,0,1,0,1,0,1,2,0
GER,"FW,MF",31,1986,14.4,37,24,21,14,2,12,28,42.9,16,22,1,21,10,47,7,0
GER,FW,19,1997,7.2,17,14,8,8,1,8,17,47.1,9,5,1,4,1,18,10,0
AUT,DF,24,1992,29.5,79,51,55,22,2,47,61,77.0,14,40,27,13,49,128,135,3
SUI,GK,29,1987,32.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,12,3
AUT,"MF,FW",23,1994,28.1,35,27,13,15,7,11,26,42.3,15,27,1,26,10,45,56,0
GER,DF,23,1993,32.9,65,47,36,19,10,34,59,57.6,25,27,8,19,33,98,65,1
GER,"MF,DF",23,1994,25.3,62,47,25,28,9,33,47,70.2,14,41,18,23,36,98,96,0
GER,DF,21,1995,7.7,22,18,14,6,2,15,16,93.8,1,12,3,9,14,36,15,0
VEN,"FW,MF",19,1997,6.5,5,5,0,2,3,3,4,75.0,1,12,2,10,0,5,6,0
GER,"FW,MF",24,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER,MF,16,2001,0.1,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0
NED,"FW,MF",33,1984,16.7,14,11,1,7,6,4,12,33.3,8,9,0,9,4,18,4,0
CHI,MF,30,1987,16.2,69,51,36,28,5,33,69,47.8,36,22,1,21,28,97,20,1
FRA,MF,22,1994,17.5,33,22,8,18,7,14,32,43.8,18,13,3,10,16,49,8,0
AUT,DF,25,1992,17.2,23,14,11,9,3,14,20,70.0,6,21,6,15,10,33,23,0
CMR,FW,17,2000,1.2,2,2,2,0,0,2,2,100.0,0,5,0,5,0,2,0,0
FRA,"FW,MF",34,1983,13.4,19,16,9,5,5,13,17,76.5,4,11,0,11,7,26,3,0
COL,"MF,FW",26,1991,18.0,35,27,10,15,10,15,30,50.0,15,16,1,15,12,47,4,0
ESP,"MF,DF",28,1988,17.9,31,22,11,15,5,9,19,47.4,10,16,5,11,33,64,40,1
GER,DF,22,1995,25.9,32,23,14,13,5,20,38,52.6,18,26,5,21,20,52,40,0
ESP,"DF,FW",24,1993,9.9,25,19,13,8,4,11,18,61.1,7,11,1,10,10,35,9,1
GER,DF,28,1988,18.2,26,18,18,7,1,19,32,59.4,13,20,12,8,21,47,52,1
FRA,"FW,MF",21,1996,12.8,11,10,2,6,3,5,10,50.0,5,6,0,6,7,18,1,0
GHA,MF,23,1994,0.3,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0
GER,DF,17,2000,2.0,4,4,4,0,0,3,4,75.0,1,3,2,1,3,7,3,0
GER,GK,31,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
AUT,MF,19,1998,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
GER,DF,28,1988,24.6,62,52,41,18,3,35,51,68.6,16,31,12,19,55,117,59,2
ALB,FW,18,1999,0.6,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,1
GER,MF,19,1998,1.0,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,0,0
GER,DF,21,1995,21.4,34,25,25,7,2,24,31,77.4,7,24,16,8,33,67,58,0
BRA,DF,31,1985,20.6,39,33,24,11,4,28,47,59.6,19,17,6,11,32,71,30,0
POL,FW,28,1988,24.1,5,3,1,1,3,0,3,0.0,3,6,0,6,5,10,10,0
GER,FW,29,1987,8.1,9,6,3,5,1,1,1,100.0,0,4,0,4,2,11,1,0
GER,MF,27,1990,16.8,50,40,12,33,5,28,55,50.9,27,11,1,10,18,68,7,1
GER,GK,28,1988,29.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,6,1
ESP,"MF,FW",26,1991,13.9,45,35,11,25,9,15,26,57.7,11,22,3,19,27,72,6,1
GER,"MF,FW",27,1989,22.3,35,30,10,15,10,13,27,48.1,14,17,1,16,7,42,14,1
GER,GK,36,1981,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
SWE,"FW,MF",17,1999,1.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
UKR,"FW,MF",27,1989,11.5,17,12,6,6,5,7,16,43.8,9,4,0,4,7,24,4,0
GER,FW,26,1990,13.7,22,19,8,7,7,9,18,50.0,9,13,1,12,7,29,7,1
USA,"FW,DF",18,1998,25.6,46,30,12,20,14,26,44,59.1,18,24,2,22,16,62,11,0
FRA,DF,18,1999,7.3,9,8,5,3,1,6,7,85.7,1,9,0,9,11,20,20,1
GER,DF,19,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
GER,MF,30,1987,13.4,26,18,7,18,1,5,22,22.7,17,23,3,20,10,36,13,1
DEN,DF,18,1998,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
ENG,FW,17,2000,7.7,5,5,2,2,1,2,7,28.6,5,8,0,8,5,10,2,0
GER,DF,22,1994,13.5,29,20,17,11,1,19,32,59.4,13,17,2,15,12,41,45,0
GER,MF,21,1995,21.6,69,49,20,42,7,42,66,63.6,24,26,6,20,34,103,29,2
GER,MF,21,1996,12.7,38,23,11,21,6,13,30,43.3,17,18,2,16,12,50,7,0
SUI,DF,22,1995,10.0,22,15,14,8,0,15,17,88.2,2,11,4,7,7,29,43,2
ESP,DF,26,1991,9.0,28,19,16,12,0,15,24,62.5,9,14,2,12,28,56,43,1
GER,DF,29,1988,16.6,35,27,21,12,2,20,30,66.7,10,27,6,21,30,65,57,1
GER,"MF,FW",28,1989,10.3,16,8,2,12,2,5,12,41.7,7,16,3,13,4,20,9,0
GER,MF,25,1992,17.8,50,43,19,24,7,14,34,41.2,20,17,1,16,8,58,9,0
GER,FW,23,1994,13.4,24,19,9,12,3,6,19,31.6,13,12,0,12,6,30,7,0
BEL,FW,23,1993,9.3,8,6,1,4,3,2,4,50.0,2,4,0,4,0,8,5,0
SRB,DF,28,1988,3.0,9,9,5,3,1,6,7,85.7,1,6,2,4,5,14,16,0
TUR,MF,28,1988,13.6,40,34,9,28,3,15,39,38.5,24,12,0,12,20,60,29,1
GAB,FW,28,1989,15.7,5,5,1,1,3,2,8,25.0,6,16,1,15,3,8,1,0
POR,"DF,MF",23,1993,6.1,10,8,5,4,1,2,5,40.0,3,3,0,3,11,21,8,0
SUI,GK,26,1990,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,10,4
GER,GK,36,1980,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
ESP,MF,16,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
JPN,MF,28,1989,13.0,32,22,11,14,7,18,27,66.7,9,6,0,6,6,38,2,0
GRE,DF,29,1988,26.4,65,47,50,13,2,39,47,83.0,8,36,11,25,30,95,112,0
TUR,DF,28,1989,22.4,36,25,29,6,1,26,29,89.7,3,27,16,11,21,57,104,1
POL,DF,32,1985,23.8,51,37,23,23,5,30,52,57.7,22,39,11,28,42,93,64,1
GER,FW,34,1983,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
CRO,FW,23,1993,19.5,37,29,7,21,9,7,24,29.2,17,27,2,25,6,43,13,0
MAR,"FW,MF",19,1998,3.5,11,11,6,4,1,5,7,71.4,2,8,2,6,2,13,3,0
SWE,"MF,FW",24,1993,2.2,5,4,0,3,2,4,7,57.1,3,2,0,2,0,5,1,0
MEX,DF,23,1993,17.9,26,22,16,9,1,19,29,65.5,10,28,12,16,21,47,94,1
JPN,"MF,FW",20,1996,1.6,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
GER,"MF,DF",26,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
GER,"DF,FW",24,1993,13.4,41,34,17,14,10,24,28,85.7,4,21,4,17,13,54,47,0
ARG,DF,31,1986,25.6,40,32,29,10,1,27,36,75.0,9,29,15,14,40,80,141,1
SUI,MF,30,1986,11.5,58,46,25,29,4,23,45,51.1,22,23,3,20,16,74,21,0
NED,"FW,DF",23,1994,18.5,55,42,28,23,4,27,42,64.3,15,31,1,30,20,75,53,0
NED,MF,29,1987,12.1,16,16,8,8,0,6,16,37.5,10,13,0,13,13,29,12,0
GHA,"MF,FW",30,1987,26.2,34,22,10,22,2,11,36,30.6,25,29,6,23,23,57,43,1
SRB,FW,19,1997,10.4,5,5,0,5,0,1,3,33.3,2,6,2,4,1,6,2,0
FIN,GK,27,1989,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,23,3
JPN,"DF,MF",33,1984,23.2,38,23,19,19,0,21,33,63.6,12,40,19,21,25,63,74,0
GER,MF,21,1995,4.1,23,20,6,15,2,8,20,40.0,12,10,1,9,8,31,2,0
MEX,"MF,FW",28,1989,4.7,5,3,2,3,0,3,4,75.0,1,2,0,2,3,8,1,0
GER,DF,31,1985,12.7,17,11,9,8,0,13,19,68.4,6,23,11,12,24,41,66,0
BIH,MF,19,1998,0.4,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0
GER,"MF,FW",22,1995,26.3,37,28,15,18,4,18,46,39.1,28,45,1,44,27,64,46,0
SRB,"MF,FW",22,1995,20.2,56,44,21,27,8,20,52,38.5,32,38,1,37,39,95,22,1
EQG,MF,24,1993,8.6,20,16,8,12,0,10,18,55.6,8,14,1,13,21,41,10,0
GUI,DF,25,1992,24.6,34,30,23,10,1,19,31,61.3,12,37,15,22,58,92,134,1
SRB,MF,26,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
CIV,FW,23,1994,26.1,25,16,4,16,5,7,14,50.0,7,17,4,13,8,33,39,0
ISR,"DF,MF",25,1992,4.9,12,7,7,5,0,5,9,55.6,4,7,1,6,6,18,18,0
USA,"DF,FW",27,1990,21.0,27,21,11,13,3,11,17,64.7,6,15,0,15,33,60,52,0
GER,GK,25,1992,32.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1
ALB,MF,27,1990,9.4,35,32,15,18,2,16,23,69.6,7,22,5,17,19,54,20,0
POL,"FW,MF",20,1996,2.6,9,5,2,6,1,4,6,66.7,2,4,0,4,3,12,0,0
USA,DF,24,1993,2.1,2,2,1,1,0,1,2,50.0,1,3,0,3,1,3,8,0
GER,"DF,MF",24,1993,34.0,73,54,45,21,7,38,63,60.3,25,38,7,31,20,93,68,0
GER,"FW,MF",22,1994,7.5,15,10,3,9,3,9,17,52.9,8,9,0,9,8,23,1,0
GER,"FW,MF",26,1990,7.7,8,6,1,5,2,2,5,40.0,3,5,1,4,3,11,6,0
GER,"MF,FW",23,1994,30.5,62,49,20,34,8,23,57,40.4,34,43,1,42,30,92,42,0
GER,"DF,MF",32,1985,14.5,14,10,6,7,1,6,11,54.5,5,17,10,7,19,33,56,0
SVK,FW,32,1985,0.7,2,2,2,0,0,2,2,100.0,0,1,1,0,1,3,0,0
GER,"FW,MF",23,1994,10.1,24,20,8,13,3,9,24,37.5,15,10,0,10,7,31,13,0
GER,"DF,MF",24,1992,12.8,31,19,16,15,0,13,23,56.5,10,15,6,9,18,49,41,0
GER,DF,26,1991,17.0,16,10,14,2,0,10,19,52.6,9,24,17,7,14,30,71,0
GER,DF,22,1995,10.0,13,12,9,4,0,5,8,62.5,3,7,7,0,17,30,52,0
GER,"MF,FW",26,1991,16.5,31,24,12,13,6,21,39,53.8,18,16,0,16,9,40,19,0
GER,MF,30,1986,11.6,23,16,9,11,3,6,16,37.5,10,13,3,10,13,36,15,0
TUN,"MF,FW",21,1996,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
GER,MF,27,1990,25.1,57,36,23,30,4,31,50,62.0,19,42,10,32,44,101,51,2
GER,FW,28,1988,24.9,27,18,7,18,2,10,27,37.0,17,28,2,26,17,44,33,0
TUR,FW,23,1994,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
GER,"MF,DF",21,1996,21.6,62,45,35,25,2,34,57,59.6,23,20,3,17,35,97,51,1
AUT,DF,21,1996,9.6,16,14,12,4,0,6,17,35.3,11,14,9,5,11,27,60,0
POL,GK,29,1987,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER,"MF,DF",21,1996,21.3,34,24,21,13,0,10,18,55.6,8,27,11,16,35,69,67,0
ENG,"FW,MF",20,1996,2.7,4,3,2,1,1,2,5,40.0,3,6,0,6,1,5,1,0
GER,"FW,DF",21,1995,12.6,22,15,6,12,4,4,17,23.5,13,17,3,14,6,28,21,0
SUI,"MF,FW",21,1995,2.4,8,6,2,6,0,4,9,44.4,5,2,1,1,4,12,0,0
FRA,"FW,MF",27,1989,5.5,9,7,3,6,0,3,7,42.9,4,7,0,7,3,12,6,0
TUR,DF,21,1996,23.9,42,26,26,15,1,15,26,57.7,11,30,20,10,54,96,91,2
GER,MF,26,1991,23.9,89,70,43,34,12,39,76,51.3,37,29,4,25,43,132,37,1
SUI,MF,20,1996,25.5,74,48,38,32,4,40,61,65.6,21,52,9,43,45,119,40,1
USA,"MF,DF",29,1987,5.2,16,10,7,7,2,6,7,85.7,1,10,2,8,2,18,13,0
GER,DF,19,1998,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
GUI,MF,29,1988,2.2,4,2,2,2,0,4,7,57.1,3,2,0,2,0,4,1,0
DEN,DF,24,1992,32.0,58,41,43,15,0,32,48,66.7,16,55,39,16,40,98,161,3
GER,"MF,FW",25,1992,11.5,23,19,12,11,0,12,26,46.2,14,15,4,11,12,35,16,0
SUI,"FW,MF",24,1992,5.2,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,1,1
PAR,DF,18,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER,"FW,MF",28,1988,30.3,52,39,11,29,12,14,38,36.8,24,53,4,49,31,83,32,1
SVK,MF,19,1997,0.4,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0
ENG,"DF,MF",19,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
GER,MF,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER,DF,23,1994,34.0,48,37,27,20,1,35,45,77.8,10,40,17,23,40,88,114,1
FRA,"MF,FW",17,1999,13.4,31,20,16,11,4,19,29,65.5,10,22,4,18,10,41,10,1
SUI,DF,20,1996,32.4,66,46,41,22,3,37,55,67.3,18,39,9,30,51,117,108,3
SWE,DF,31,1985,27.3,54,40,31,19,4,30,45,66.7,15,46,12,34,27,81,71,0
GER,"MF,FW",26,1991,12.5,29,21,9,13,7,17,29,58.6,12,13,0,13,17,46,19,0
BRA,FW,32,1985,23.0,40,32,12,23,5,17,36,47.2,19,18,0,18,8,48,2,0
PAR,"FW,MF",30,1987,5.0,7,6,1,3,3,4,8,50.0,4,6,0,6,0,7,1,0
ENG,"DF,MF",18,1998,5.1,8,6,3,4,1,3,4,75.0,1,4,0,4,9,17,26,1
BEL,"MF,FW",24,1993,32.7,49,32,16,23,10,20,54,37.0,34,39,1,38,28,77,18,0
GER,GK,29,1988,4.8,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,5,1
GER,MF,27,1990,1.3,3,1,0,2,1,0,1,0.0,1,2,0,2,6,9,2,0
GER,DF,27,1990,8.1,13,11,9,4,0,8,13,61.5,5,10,1,9,6,19,25,0
ITA,"MF,FW",24,1993,8.7,8,5,3,3,2,4,8,50.0,4,8,1,7,5,13,6,0
SUI,GK,28,1988,29.2,0,0,0,0,0,0,0,,0,0,0,0,3,3,6,3
GER,"MF,FW",30,1986,23.1,36,24,12,20,4,11,37,29.7,26,20,2,18,14,50,18,2
SWE,MF,28,1989,12.3,39,28,19,19,1,18,29,62.1,11,20,3,17,21,60,19,0
GER,FW,26,1990,15.1,33,24,15,13,5,10,32,31.3,22,30,2,28,10,43,26,0
GAM,"MF,FW",19,1998,3.3,14,12,2,12,0,4,6,66.7,2,6,1,5,3,17,5,0
USA,"FW,MF",24,1992,17.9,13,8,2,4,7,3,9,33.3,6,4,0,4,2,15,13,0
GER,GK,25,1992,24.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,11,3
GER,DF,27,1989,20.8,47,43,31,10,6,25,36,69.4,11,22,11,11,16,63,50,0
BRA,DF,23,1994,26.4,90,60,53,34,3,50,87,57.5,37,63,2,61,56,146,96,1
SRB,"FW,MF",24,1992,27.1,48,38,16,21,11,20,41,48.8,21,42,1,41,10,58,12,0
GER,"MF,DF",22,1994,28.6,59,41,32,24,3,22,38,57.9,16,29,12,17,38,97,71,1
JPN,"DF,MF",26,1991,25.4,50,40,25,18,7,22,47,46.8,25,40,12,28,44,94,55,0
GER,"FW,MF",17,2000,9.4,7,5,0,3,4,1,7,14.3,6,6,0,6,2,9,7,0
GER,MF,16,2000,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
GER,GK,22,1994,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1
GRE,DF,25,1992,29.0,60,54,36,24,0,41,69,59.4,28,54,35,19,43,103,181,2
GER,"MF,FW",26,1990,13.3,44,29,14,26,4,17,32,53.1,15,23,2,21,10,54,9,0
GER,"MF,FW",21,1996,8.8,10,6,1,8,1,3,10,30.0,7,11,0,11,3,13,2,0
TUN,MF,24,1993,0.6,3,3,1,1,1,0,0,,0,0,0,0,0,3,3,0
ALB,DF,31,1986,16.1,45,32,32,11,2,22,37,59.5,15,28,12,16,21,66,91,3
GER,"DF,MF",29,1987,1.1,2,0,0,1,1,0,0,,0,1,0,1,0,2,0,0
NED,DF,18,1998,16.0,30,25,23,7,0,21,28,75.0,7,20,11,9,19,49,58,1
BIH,MF,32,1984,4.1,7,5,3,3,1,0,3,0.0,3,5,0,5,5,12,1,0
GHA,DF,18,1998,0.5,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0
GER,"FW,MF",28,1988,3.8,7,6,1,5,1,0,1,0.0,1,4,0,4,1,8,3,0
JPN,"MF,FW",20,1997,11.2,16,13,4,8,4,11,22,50.0,11,28,0,28,6,22,1,0
GER,"MF,FW",19,1997,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
SUI,MF,18,1998,3.6,14,11,5,9,0,2,4,50.0,2,6,1,5,3,17,5,0
GER,MF,22,1995,6.6,16,10,6,8,2,8,17,47.1,9,6,1,5,18,34,9,1
BRA,MF,22,1995,14.6,38,25,13,23,2,19,44,43.2,25,25,3,22,21,59,14,1
CUW,"MF,DF",27,1989,2.0,4,4,1,3,0,3,8,37.5,5,1,0,1,2,6,2,0
BRA,DF,30,1987,5.1,8,8,4,4,0,2,4,50.0,2,4,3,1,11,19,29,0
GER,"MF,FW",24,1992,22.0,48,38,20,21,7,23,50,46.0,27,29,4,25,8,56,28,0
GER,DF,26,1991,3.6,10,9,8,2,0,5,9,55.6,4,3,2,1,6,16,21,0
TOG,"MF,FW",23,1994,23.8,37,29,15,17,5,14,27,51.9,13,34,3,31,24,61,27,0
NOR,MF,21,1996,14.5,27,19,8,13,6,10,31,32.3,21,28,3,25,15,42,14,0
BRA,FW,28,1989,7.0,7,3,2,4,1,1,2,50.0,1,3,1,2,0,7,9,0
CRO,DF,23,1994,8.6,12,8,9,2,1,5,9,55.6,4,9,7,2,16,28,39,1
GER,"DF,MF",25,1992,26.0,52,41,27,19,6,37,68,54.4,31,30,2,28,22,74,77,0
TUR,"MF,FW",23,1994,9.5,16,13,9,6,1,6,7,85.7,1,10,4,6,1,17,17,0
GER,MF,18,1999,0.1,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0
GER,MF,28,1988,1.8,5,5,5,0,0,4,9,44.4,5,2,0,2,5,10,6,0
AUT,"FW,MF",30,1987,21.0,17,10,4,10,3,4,25,16.0,21,21,2,19,8,25,26,0
GER,MF,27,1989,22.8,44,25,19,23,2,22,37,59.5,15,38,7,31,20,64,46,1
GER,"DF,MF",27,1990,26.4,68,53,43,20,5,38,57,66.7,19,39,10,29,30,98,58,1
GER,GK,29,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
CHI,"DF,MF",26,1990,7.8,24,20,17,4,3,11,16,68.8,5,15,2,13,5,29,23,0
GER,FW,24,1993,26.5,16,11,4,8,4,10,20,50.0,10,22,3,19,8,24,30,0
NGA,"FW,MF",20,1996,1.3,0,0,0,0,0,0,0,,0,3,0,3,0,0,3,0
GER,"DF,MF",27,1990,18.7,46,28,27,18,1,23,53,43.4,30,24,7,17,42,88,71,0
GER,GK,31,1985,31.0,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,8,5
SUI,MF,30,1987,25.8,81,57,25,55,1,42,70,60.0,28,33,9,24,49,130,46,1
SEN,DF,26,1990,32.0,57,43,46,10,1,40,64,62.5,24,49,29,20,57,114,238,6
GER,MF,23,1993,2.9,11,6,4,7,0,2,12,16.7,10,6,1,5,4,15,1,1
GER,DF,21,1996,5.0,11,10,9,2,0,9,15,60.0,6,13,8,5,9,20,31,0
GER,"DF,MF",21,1996,25.3,65,49,39,21,5,41,65,63.1,24,56,27,29,39,104,112,3
GER,"FW,MF",27,1990,6.9,25,16,13,10,2,12,25,48.0,13,4,0,4,9,34,11,0
GER,MF,18,1999,13.6,29,23,12,16,1,18,24,75.0,6,19,3,16,24,53,20,0
GER,FW,22,1995,21.0,13,10,1,5,7,4,9,44.4,5,26,5,21,2,15,20,1
SUI,"MF,DF",29,1988,17.6,47,34,26,20,1,21,31,67.7,10,31,12,19,24,71,74,1
JPN,FW,26,1991,2.3,6,6,2,3,1,2,6,33.3,4,4,0,4,2,8,3,0
GER,DF,19,1997,7.4,18,12,16,2,0,7,13,53.8,6,20,13,7,23,41,43,1
GER,"MF,FW",28,1989,0.6,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,2,0
NED,DF,22,1994,25.6,38,29,32,6,0,24,26,92.3,2,27,11,16,28,66,116,2
GER,DF,25,1992,33.0,57,43,39,15,3,35,50,70.0,15,24,7,17,27,84,92,0
AUS,"FW,MF",26,1991,20.6,35,30,16,15,4,20,35,57.1,15,26,3,23,19,54,32,1
GER,"MF,DF",20,1997,4.7,19,11,14,4,1,10,19,52.6,9,8,1,7,9,28,11,0
GER,"DF,FW",23,1994,22.0,54,43,20,27,7,17,38,44.7,21,28,1,27,44,98,37,1
GER,"DF,MF",22,1995,24.6,49,31,32,17,0,22,30,73.3,8,39,14,25,34,83,165,0
SVK,MF,22,1994,8.3,16,12,7,6,3,6,14,42.9,8,15,0,15,4,20,8,0
HUN,"FW,MF",18,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
NOR,MF,30,1987,24.3,89,66,33,54,2,42,64,65.6,22,31,6,25,45,134,23,0
SVK,DF,30,1986,15.3,42,33,17,21,4,21,29,72.4,8,23,3,20,18,60,44,0
NOR,GK,32,1984,31.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,5
CIV,"FW,MF",31,1985,24.5,19,11,12,5,2,9,17,52.9,8,37,1,36,10,29,29,0
GER,DF,29,1988,10.6,15,12,9,6,0,11,18,61.1,7,7,4,3,21,36,58,1
GER,GK,29,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
SUI,MF,28,1989,0.6,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
AUT,"MF,FW",21,1996,20.7,33,28,11,12,10,15,31,48.4,16,35,2,33,15,48,32,0
BIH,FW,32,1984,16.1,10,8,1,5,4,4,7,57.1,3,8,1,7,4,14,23,0
CZE,MF,26,1990,18.2,38,28,11,18,9,11,26,42.3,15,22,4,18,24,62,23,0
CRO,"FW,MF",26,1991,24.8,8,6,4,3,1,3,8,37.5,5,15,0,15,6,14,7,0
GER,DF,28,1989,25.7,71,56,43,27,1,31,46,67.4,15,40,18,22,51,122,114,0
GER,MF,19,1998,17.6,52,36,19,31,2,16,40,40.0,24,38,2,36,15,67,7,0
BIH,DF,27,1990,6.1,17,15,8,8,1,8,12,66.7,4,4,2,2,9,26,26,0
POL,MF,31,1986,2.9,8,7,3,4,1,5,6,83.3,1,6,1,5,4,12,4,0
GER,"FW,DF",19,1998,0.7,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,2,0
AUT,MF,21,1995,21.0,68,46,30,36,2,35,58,60.3,23,26,3,23,39,107,25,1
NOR,DF,27,1990,10.8,19,16,10,9,0,13,18,72.2,5,19,8,11,10,29,50,0
GER,"DF,FW",22,1994,2.0,3,1,1,2,0,2,3,66.7,1,3,0,3,0,3,3,0
