nation,pos,age,born,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
COL,GK,27,1988,1.6,4,0,,,,,,,,,,,,,,,,,,,,,,,
ARG,GK,23,1992,2.0,3,1,,,,,,,,,,,,,,,,,,,,,,,
CZE,GK,34,1982,34.4,37,9,,,,,,,,,,,,,,,,,,,,,,,
AUS,GK,31,1985,2.0,3,0,,,,,,,,,,,,,,,,,,,,,,,
POL,GK,36,1980,35.0,63,2,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,24,1992,1.0,1,0,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,36,1979,3.0,7,0,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,30,1986,35.0,48,4,,,,,,,,,,,,,,,,,,,,,,,
BIH,GK,29,1987,2.0,5,0,,,,,,,,,,,,,,,,,,,,,,,
BEL,GK,24,1992,36.0,28,2,,,,,,,,,,,,,,,,,,,,,,,
FRA,GK,31,1985,9.0,17,0,,,,,,,,,,,,,,,,,,,,,,,
WAL,GK,29,1987,29.0,46,2,,,,,,,,,,,,,,,,,,,,,,,
ESP,GK,26,1990,19.3,20,2,,,,,,,,,,,,,,,,,,,,,,,
NED,GK,33,1982,18.7,24,1,,,,,,,,,,,,,,,,,,,,,,,
SCO,GK,31,1985,16.0,44,7,,,,,,,,,,,,,,,,,,,,,,,
SUI,GK,31,1984,22.0,36,4,,,,,,,,,,,,,,,,,,,,,,,
DEN,GK,29,1986,29.6,47,3,,,,,,,,,,,,,,,,,,,,,,,
GER,GK,27,1989,8.4,16,0,,,,,,,,,,,,,,,,,,,,,,,
GER,GK,23,1993,10.0,12,1,,,,,,,,,,,,,,,,,,,,,,,
BEL,GK,28,1988,28.0,30,2,,,,,,,,,,,,,,,,,,,,,,,
CHI,GK,33,1983,21.9,26,0,,,,,,,,,,,,,,,,,,,,,,,
ARG,GK,34,1981,16.1,13,2,,,,,,,,,,,,,,,,,,,,,,,
ESP,GK,25,1990,35.0,29,4,,,,,,,,,,,,,,,,,,,,,,,
POR,GK,20,1996,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ARG,GK,29,1987,2.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
USA,GK,31,1984,10.0,17,1,,,,,,,,,,,,,,,,,,,,,,,
ESP,GK,34,1982,28.0,36,3,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,28,1988,38.0,48,6,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,23,1993,5.0,8,0,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,33,1983,28.0,34,0,,,,,,,,,,,,,,,,,,,,,,,
IRL,GK,40,1976,5.0,14,1,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,22,1994,29.0,50,2,,,,,,,,,,,,,,,,,,,,,,,
ITA,GK,28,1988,9.0,19,2,,,,,,,,,,,,,,,,,,,,,,,
SWE,GK,27,1989,1.0,1,0,,,,,,,,,,,,,,,,,,,,,,,
POL,GK,31,1985,37.0,69,6,,,,,,,,,,,,,,,,,,,,,,,
FRA,GK,29,1986,33.4,24,1,,,,,,,,,,,,,,,,,,,,,,,
NED,GK,32,1983,4.6,2,1,,,,,,,,,,,,,,,,,,,,,,,
ROU,GK,29,1987,0.9,4,0,,,,,,,,,,,,,,,,,,,,,,,
BRA,GK,35,1981,37.1,64,3,,,,,,,,,,,,,,,,,,,,,,,
ENG,GK,33,1983,38.0,51,3,,,,,,,,,,,,,,,,,,,,,,,
ESP,GK,29,1987,16.0,25,2,,,,,,,,,,,,,,,,,,,,,,,
IRL,GK,29,1987,22.0,39,3,,,,,,,,,,,,,,,,,,,,,,,
COL,GK,28,1988,4.2,3,0,0,0,0,2.5,0.21,-0.5,-0.12,15,46,32.6,116,27,22.4,29.3,28,71.4,47.5,82,6,7.3,7,1.65,13.1
CZE,GK,35,1982,33.8,48,5,0,6,0,45.9,0.3,-2.1,-0.06,149,414,36.0,809,223,34.4,34.4,225,60.4,47.2,426,33,7.7,52,1.54,14.4
BIH,GK,30,1987,38.0,61,2,2,7,1,54.8,0.31,-5.2,-0.14,223,647,34.5,832,215,45.7,38.9,328,81.4,55.5,611,35,5.7,18,0.47,10.2
AUS,GK,25,1992,38.0,54,1,1,15,5,48.8,0.28,-0.2,-0.01,345,875,39.4,823,122,66.5,44.5,352,93.2,57.9,623,38,6.1,17,0.45,10.2
ENG,GK,25,1992,34.6,35,3,0,3,1,42.5,0.27,8.5,0.25,351,997,35.2,920,118,77.8,52.1,297,94.6,66.7,600,57,9.5,38,1.1,12.5
ENG,GK,31,1986,3.4,4,0,0,1,0,4.8,0.41,0.8,0.23,31,77,40.3,84,22,61.9,47.2,32,78.1,60.7,62,2,3.2,2,0.59,11.2
BEL,GK,25,1992,35.0,34,2,0,2,2,31.6,0.29,-0.4,-0.01,153,430,35.6,949,214,32.0,33.8,248,50.8,45.3,446,26,5.8,24,0.69,13.2
ARG,GK,35,1981,3.0,4,0,0,0,0,3.5,0.36,-0.5,-0.18,16,38,42.1,85,12,31.8,29.2,15,73.3,51.7,33,1,3.0,5,1.67,17.7
ARG,GK,38,1979,11.0,14,1,0,4,0,13.3,0.29,-0.7,-0.07,86,239,36.0,223,18,69.1,45.2,89,95.5,56.9,177,6,3.4,10,0.91,13.7
WAL,GK,30,1987,27.0,41,1,1,7,2,38.2,0.3,-0.8,-0.03,226,587,38.5,554,92,68.2,47.3,227,92.1,65.2,435,31,7.1,22,0.81,13.4
ENG,GK,23,1994,38.0,58,3,0,6,0,56.1,0.3,-1.9,-0.05,322,945,34.1,984,162,64.0,47.8,340,92.6,67.2,591,27,4.6,51,1.34,14.9
DEN,GK,28,1989,38.0,58,4,0,6,1,51.7,0.3,-5.3,-0.14,360,891,40.4,1083,103,59.4,45.2,304,81.6,57.9,493,31,6.3,55,1.45,14.4
ENG,GK,29,1987,3.1,7,1,0,0,0,6.4,0.43,-0.6,-0.21,18,47,38.3,66,15,47.0,39.1,20,80.0,56.3,39,0,0.0,4,1.31,14.3
SUI,GK,32,1984,2.0,6,0,0,0,1,4.6,0.39,-0.4,-0.18,16,36,44.4,41,12,56.1,45.4,14,92.9,61.8,24,0,0.0,8,4.0,20.1
DEN,GK,30,1986,32.9,47,1,3,11,1,39.5,0.27,-6.5,-0.2,304,792,38.4,866,107,61.7,43.8,273,94.5,63.9,500,28,5.6,54,1.64,16.3
GER,GK,24,1993,19.0,14,2,0,2,0,13.3,0.23,-0.7,-0.04,66,227,29.1,524,106,33.0,32.6,103,52.4,45.8,199,10,5.0,33,1.74,17.5
BEL,GK,29,1988,19.0,24,2,0,3,0,23.0,0.34,-1.0,-0.05,64,208,30.8,499,102,33.5,32.0,101,40.6,39.7,194,15,7.7,34,1.79,17.4
CHI,GK,34,1983,2.5,1,0,0,0,0,1.6,0.31,0.6,0.22,4,9,44.4,61,16,6.6,25.3,10,50.0,39.5,21,2,9.5,3,1.19,15.4
BRA,GK,23,1993,35.5,26,0,1,1,2,23.9,0.28,-0.1,0.0,110,230,47.8,935,167,15.5,26.2,160,53.1,46.1,265,19,7.2,87,2.45,18.8
ESP,GK,26,1990,37.0,28,1,1,5,2,38.5,0.28,12.5,0.34,232,613,37.8,799,147,48.6,39.6,290,77.6,55.8,483,16,3.3,21,0.57,12.8
ARG,GK,30,1987,1.0,0,0,0,0,0,0.9,0.31,0.9,0.93,6,14,42.9,18,5,44.4,37.4,7,85.7,58.3,18,1,5.6,0,0.0,4.0
WAL,GK,26,1990,10.0,15,3,0,0,2,15.8,0.28,2.8,0.28,78,232,33.6,247,37,62.3,43.2,87,89.7,57.9,159,11,6.9,4,0.4,11.7
SVK,GK,28,1989,12.0,11,0,0,0,0,14.2,0.36,3.2,0.26,61,198,30.8,255,32,48.2,38.5,93,80.6,56.0,184,13,7.1,13,1.08,12.9
IRL,GK,31,1986,16.0,21,1,0,3,1,18.8,0.27,-1.2,-0.07,154,371,41.5,378,46,63.5,44.1,159,82.4,55.8,258,15,5.8,15,0.94,13.2
ENG,GK,27,1989,18.0,26,1,0,4,0,20.5,0.3,-5.5,-0.3,99,340,29.1,304,56,63.8,44.2,158,92.4,59.5,311,19,6.1,10,0.56,10.9
ENG,GK,29,1988,20.0,30,0,1,2,0,25.8,0.26,-4.2,-0.21,101,343,29.4,360,62,59.7,43.4,146,87.7,59.1,258,10,3.9,14,0.7,14.1
ENG,GK,24,1993,35.0,61,5,0,8,2,61.7,0.29,2.7,0.08,377,969,38.9,934,103,71.1,48.4,338,90.2,62.4,609,25,4.1,39,1.11,13.7
ENG,GK,34,1983,3.0,7,0,0,1,0,4.8,0.32,-2.2,-0.74,25,60,41.7,69,14,59.4,42.9,23,82.6,58.0,39,1,2.6,4,1.33,18.6
POL,GK,32,1985,38.0,56,3,1,5,2,59.5,0.28,5.5,0.14,315,812,38.8,914,159,54.5,42.2,358,87.7,59.9,615,42,6.8,22,0.58,11.4
FRA,GK,30,1986,36.0,35,2,1,7,0,33.7,0.27,-1.3,-0.04,154,386,39.9,938,169,29.9,33.4,227,46.7,41.5,428,17,4.0,75,2.08,15.6
NED,GK,33,1983,1.0,1,0,0,0,1,0.5,0.13,0.5,0.53,2,4,50.0,17,2,5.9,26.5,9,33.3,32.4,14,0,0.0,2,2.0,17.0
ARG,GK,25,1992,1.0,0,0,0,0,0,0.7,0.25,0.7,0.74,3,7,42.9,17,3,29.4,32.9,8,25.0,30.9,10,2,20.0,1,1.0,12.3
BRA,GK,36,1981,23.6,40,3,1,7,1,36.0,0.34,-3.0,-0.13,199,483,41.2,566,115,60.4,42.3,179,78.8,56.5,342,15,4.4,18,0.76,12.2
GRE,GK,32,1985,14.4,24,3,0,2,0,19.8,0.31,-4.2,-0.29,121,321,37.7,323,31,76.2,48.2,81,92.6,58.0,182,10,5.5,9,0.63,13.4
ENG,GK,34,1983,37.0,55,1,2,7,2,45.7,0.3,-7.3,-0.2,346,904,38.3,811,70,71.6,48.5,338,95.6,65.7,592,37,6.3,27,0.73,12.8
WAL,GK,34,1982,1.0,1,0,0,0,0,0.3,0.12,-0.7,-0.65,7,16,43.8,12,0,83.3,50.2,7,85.7,53.4,22,3,13.6,0,0.0,7.5
ESP,GK,30,1987,19.0,29,1,1,6,1,27.8,0.29,-0.2,-0.01,154,445,34.6,383,47,72.8,47.7,184,90.2,59.3,316,13,4.1,31,1.63,16.0
ENG,GK,30,1987,19.0,39,4,0,4,0,32.8,0.32,-6.2,-0.33,175,469,37.3,441,52,72.1,49.1,155,97.4,67.0,284,4,1.4,11,0.58,13.0
GER,GK,26,1992,31.5,42,7,1,3,1,44.3,0.27,3.3,0.1,127,385,33.0,876,181,29.3,31.5,227,56.4,45.3,385,10,2.6,40,1.27,15.3
CZE,GK,36,1982,6.5,9,0,0,0,0,9.2,0.26,0.2,0.03,32,93,34.4,217,46,28.6,31.7,53,58.5,46.5,104,6,5.8,8,1.23,12.9
POL,GK,38,1980,12.0,18,3,2,1,0,15.9,0.24,-2.1,-0.17,57,167,34.1,236,62,39.8,36.6,112,65.2,48.2,213,4,1.9,9,0.75,14.3
BIH,GK,31,1987,24.0,47,2,0,5,2,34.5,0.32,-10.5,-0.44,129,328,39.3,466,128,42.5,35.9,192,67.7,49.9,365,24,6.6,16,0.67,11.3
IRL,GK,19,1999,2.0,5,0,0,0,1,4.7,0.37,0.7,0.35,5,17,29.4,42,13,28.6,30.0,14,35.7,38.0,18,0,0.0,5,2.5,29.8
ENG,GK,29,1989,4.0,5,2,0,0,0,4.8,0.15,-0.2,-0.06,26,87,29.9,74,9,73.0,47.7,34,97.1,65.1,55,3,5.5,2,0.5,13.5
AUS,GK,26,1992,34.0,55,8,1,5,0,51.2,0.29,-3.8,-0.11,302,735,41.1,702,100,61.7,42.7,324,93.2,58.8,506,17,3.4,11,0.32,11.6
ENG,GK,31,1987,19.0,41,1,1,6,1,36.0,0.3,-4.0,-0.21,202,500,40.4,434,50,75.8,49.2,181,94.5,65.2,310,6,1.9,14,0.74,13.3
ENG,GK,32,1986,19.0,27,1,1,2,3,22.0,0.26,-2.0,-0.1,179,457,39.2,414,45,73.4,48.2,172,89.0,60.7,333,8,2.4,29,1.53,16.4
PHI,GK,28,1990,38.0,69,4,1,12,0,68.2,0.3,-0.8,-0.02,337,1076,31.3,876,51,86.6,53.9,319,99.4,65.6,536,15,2.8,46,1.21,15.4
ESP,GK,23,1994,36.0,39,1,0,6,0,36.5,0.29,-2.5,-0.07,114,230,49.6,903,156,15.7,25.9,256,34.4,36.5,369,14,3.8,35,0.97,18.1
ARG,GK,36,1981,2.0,0,0,0,0,0,0.3,0.11,0.3,0.16,9,20,45.0,47,9,19.1,29.5,16,68.8,46.6,26,2,7.7,0,0.0,5.8
ARG,GK,39,1979,1.0,4,0,0,1,0,3.6,0.4,-0.4,-0.37,11,31,35.5,22,3,90.9,53.1,13,84.6,54.9,18,1,5.6,0,0.0,3.8
ESP,GK,31,1987,19.5,23,1,0,2,1,20.3,0.23,-1.7,-0.09,123,396,31.1,398,90,56.5,41.4,191,89.5,58.7,317,13,4.1,10,0.51,12.5
WAL,GK,31,1987,17.5,26,3,1,4,0,22.8,0.28,-3.2,-0.18,111,342,32.5,373,66,59.0,43.6,143,85.3,63.1,300,13,4.3,15,0.86,13.6
ENG,GK,24,1994,38.0,46,2,2,9,2,45.3,0.3,1.3,0.03,253,724,34.9,979,152,54.0,42.3,291,67.0,53.7,431,14,3.2,40,1.05,17.3
ESP,GK,30,1987,2.0,5,0,1,0,0,4.3,0.21,-0.7,-0.36,16,28,57.1,47,14,40.4,35.4,14,64.3,44.0,29,2,6.9,3,1.5,13.6
ENG,GK,26,1992,7.0,20,1,0,1,0,17.5,0.39,-2.5,-0.36,64,143,44.8,176,32,49.4,37.3,67,83.6,53.9,129,1,0.8,11,1.57,16.0
ESP,GK,24,1993,29.0,56,4,0,9,2,50.6,0.29,-3.4,-0.12,252,606,41.6,611,91,61.4,41.9,275,84.0,55.6,471,6,1.3,28,0.97,14.3
ENG,GK,30,1987,6.1,21,3,2,1,1,18.5,0.37,-1.5,-0.25,57,155,36.8,151,12,73.5,48.9,52,84.6,56.3,69,5,7.2,4,0.65,12.8
ENG,GK,22,1995,1.0,1,0,0,0,0,0.5,0.18,-0.5,-0.47,7,29,24.1,31,0,74.2,48.3,6,100.0,65.7,12,1,8.3,1,1.0,15.8
DEN,GK,29,1989,30.9,54,4,1,6,0,42.1,0.27,-11.9,-0.39,275,631,43.6,880,97,52.3,40.7,223,76.7,55.6,345,24,7.0,29,0.94,13.3
DEN,GK,31,1986,38.0,48,5,0,4,0,40.0,0.26,-8.0,-0.21,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5
BRA,GK,25,1992,38.0,22,0,0,5,0,27.2,0.29,5.2,0.14,129,311,41.5,1072,212,20.1,28.8,216,44.0,41.3,385,16,4.2,59,1.55,16.6
BRA,GK,24,1993,38.0,23,4,1,5,0,23.3,0.25,0.3,0.01,98,239,41.0,919,188,17.1,26.8,189,43.4,42.9,282,19,6.7,41,1.08,16.9
ESP,GK,27,1990,38.0,54,6,2,7,3,49.9,0.26,-1.1,-0.03,265,620,42.7,769,153,46.6,38.2,332,78.9,54.6,524,9,1.7,25,0.66,13.4
SVK,GK,29,1989,38.0,48,6,2,9,1,42.3,0.27,-4.7,-0.12,250,708,35.3,850,140,51.1,38.9,323,84.8,57.9,651,43,6.6,33,0.87,12.0
ENG,GK,28,1989,25.0,44,2,0,4,3,37.3,0.3,-3.7,-0.15,139,447,31.1,478,82,60.3,42.8,189,84.1,57.6,375,15,4.0,17,0.68,11.6
SCO,GK,22,1996,12.0,18,0,0,2,0,14.9,0.28,-3.1,-0.26,69,249,27.7,215,17,77.2,48.4,91,91.2,60.8,166,5,3.0,12,1.0,14.3
ENG,GK,30,1988,1.0,3,0,0,0,0,1.9,0.31,-1.1,-1.15,5,18,27.8,16,4,68.8,42.6,7,100.0,65.1,5,0,0.0,0,0.0,2.0
FRA,GK,31,1986,33.0,33,3,1,5,3,39.2,0.27,9.2,0.28,164,408,40.2,956,161,29.5,32.2,252,50.0,42.2,454,13,2.9,36,1.09,14.9
NED,GK,34,1983,2.0,4,0,0,2,0,4.2,0.32,0.2,0.11,4,12,33.3,51,17,15.7,24.7,10,40.0,35.6,18,1,5.6,2,1.0,15.4
ARG,GK,26,1992,3.0,2,0,0,0,0,4.3,0.33,2.3,0.77,15,44,34.1,82,13,29.3,29.3,26,76.9,54.7,42,2,4.8,2,0.67,13.1
ENG,GK,35,1983,38.0,59,4,2,6,3,55.5,0.3,-0.5,-0.01,340,941,36.1,942,98,69.9,45.9,308,91.9,63.2,575,31,5.4,72,1.89,16.9
POL,GK,33,1985,38.0,55,4,0,10,1,62.7,0.31,8.7,0.23,306,825,37.1,917,155,59.0,43.0,309,91.9,61.3,554,29,5.2,16,0.42,12.1
ENG,GK,31,1986,1.0,0,0,0,0,0,0.1,0.05,0.1,0.14,5,11,45.5,14,2,35.7,37.9,7,85.7,49.7,15,1,6.7,0,0.0,11.0
POR,GK,30,1988,37.0,46,3,1,6,4,39.3,0.27,-2.7,-0.07,213,541,39.4,579,103,52.8,39.1,284,82.7,50.5,493,14,2.8,18,0.49,12.1
ENG,GK,24,1993,0.0,0,0,0,0,0,0.0,,0.0,0.0,0,0,,0,0,,,0,,,0,0,,0,0.0,
GER,GK,27,1992,29.4,39,6,0,6,0,40.0,0.22,1.0,0.04,64,266,24.1,732,185,23.4,27.9,253,37.5,34.4,468,17,3.6,38,1.29,15.6
ARG,GK,26,1992,8.6,9,1,0,3,0,11.8,0.26,2.8,0.32,28,98,28.6,232,48,29.3,31.4,61,49.2,40.2,138,8,5.8,4,0.47,13.2
ENG,GK,26,1992,0.1,,,,,,0.0,,,,,1,,1,,0.0,26.0,1,100.0,65.0,1,,,,,
ESP,GK,36,1982,12.0,20,2,0,2,0,14.7,0.22,-5.3,-0.44,95,202,47.0,302,51,48.3,37.2,94,59.6,42.6,168,8,4.8,14,1.17,16.1
ENG,GK,33,1986,19.9,35,3,1,7,1,28.4,0.26,-5.6,-0.28,112,358,31.3,431,99,52.4,39.5,195,67.7,50.5,379,11,2.9,13,0.65,12.1
NOR,GK,28,1990,6.0,12,0,0,0,0,8.5,0.31,-3.5,-0.59,33,104,31.7,128,29,46.9,40.0,53,83.0,57.1,80,4,5.0,1,0.17,9.9
ENG,GK,21,1998,37.0,62,5,4,4,0,60.7,0.3,-1.3,-0.04,183,607,30.1,843,185,48.2,39.2,288,69.8,53.5,591,20,3.4,25,0.68,11.6
IRL,GK,20,1999,1.0,3,0,0,0,0,1.9,0.39,-1.1,-1.07,2,9,22.2,23,5,21.7,29.2,7,57.1,43.4,12,0,0.0,1,1.0,13.3
AUS,GK,27,1992,38.0,54,2,0,7,2,50.2,0.29,-1.8,-0.05,207,412,50.2,1201,255,25.3,29.0,274,39.4,33.4,526,20,3.8,26,0.68,13.7
ENG,GK,27,1992,38.0,50,4,0,7,1,45.7,0.25,-3.3,-0.09,263,870,30.2,883,180,67.6,47.1,304,89.8,63.7,623,52,8.3,48,1.26,14.9
ESP,GK,24,1994,33.0,47,2,2,7,2,33.7,0.32,-11.3,-0.34,83,250,33.2,892,151,20.6,28.3,198,33.3,32.7,343,20,5.8,35,1.06,16.0
ARG,GK,37,1981,5.0,7,0,0,2,1,3.8,0.23,-2.2,-0.45,19,52,36.5,136,17,30.9,31.4,28,35.7,32.9,46,1,2.2,3,0.6,16.0
ESP,GK,32,1987,35.0,42,0,0,3,2,47.4,0.33,7.4,0.21,202,625,32.3,783,173,51.3,38.8,274,81.4,56.8,591,23,3.9,24,0.69,12.3
WAL,GK,32,1987,3.0,8,0,1,2,0,8.3,0.36,0.3,0.1,35,85,41.2,65,7,78.5,48.9,39,87.2,61.3,60,0,0.0,3,1.0,13.2
ENG,GK,25,1994,38.0,56,3,3,5,3,50.2,0.32,-2.8,-0.07,270,730,37.0,1115,195,50.8,40.1,264,62.1,48.5,510,24,4.7,25,0.66,13.4
DEN,GK,32,1986,38.0,41,8,0,5,2,44.3,0.26,5.3,0.14,180,398,45.2,951,159,31.5,33.0,241,40.7,36.1,507,14,2.8,34,0.89,17.2
ESP,GK,32,1987,9.7,10,0,1,1,0,7.5,0.28,-2.5,-0.26,36,99,36.4,241,51,33.2,33.0,70,27.1,29.2,127,7,5.5,14,1.44,15.3
BRA,GK,26,1992,28.3,23,1,0,1,1,19.7,0.24,-2.3,-0.08,85,189,45.0,778,140,18.4,27.4,167,27.5,30.9,299,10,3.3,63,2.23,19.2
CHI,GK,36,1983,3.9,7,0,0,0,0,4.5,0.3,-2.5,-0.66,18,44,40.9,108,17,26.9,28.0,28,53.6,39.7,63,1,1.6,1,0.26,11.0
BRA,GK,25,1993,34.1,28,3,1,4,1,29.6,0.29,2.6,0.08,74,183,40.4,939,178,15.4,26.0,139,27.3,30.0,260,14,5.4,63,1.85,19.3
ESP,GK,28,1990,38.0,36,3,1,8,1,34.7,0.25,-0.3,-0.01,83,262,31.7,672,153,28.4,30.6,268,26.5,29.0,489,10,2.0,22,0.58,15.0
SVK,GK,30,1989,38.0,58,2,3,8,2,63.0,0.32,7.0,0.18,288,750,38.4,749,119,60.7,42.0,340,86.8,58.3,686,21,3.1,26,0.68,11.6
NIR,GK,35,1984,1.8,6,0,0,0,0,4.8,0.3,-1.2,-0.66,4,22,18.2,37,11,43.2,34.4,14,42.9,33.2,24,0,0.0,3,1.7,14.5
GER,GK,30,1988,0.2,1,1,,,,1.2,0.08,,,,2,,7,2,28.6,22.7,3,0.0,15.7,5,1,20.0,,,11.3
NED,GK,31,1988,36.0,68,3,1,11,3,60.5,0.29,-4.5,-0.12,169,598,28.3,1248,198,35.8,34.6,332,45.5,39.0,653,29,4.4,23,0.64,12.7
ENG,GK,22,1997,36.0,33,1,0,2,0,39.2,0.31,6.2,0.17,260,833,31.2,779,106,74.3,51.9,261,97.3,69.1,552,20,3.6,23,0.64,12.5
ENG,GK,29,1990,2.0,6,0,0,0,0,4.5,0.41,-1.5,-0.74,10,39,25.6,37,4,75.7,51.2,11,100.0,69.5,20,0,0.0,0,0.0,7.0
ENG,GK,29,1989,28.0,35,1,0,4,1,37.2,0.32,3.2,0.11,191,528,36.2,643,76,59.1,41.6,178,83.1,56.6,439,25,5.7,27,0.96,12.8
SCO,GK,23,1996,10.0,25,2,1,1,0,17.5,0.28,-7.5,-0.75,38,178,21.3,181,27,62.4,42.3,77,84.4,55.5,139,4,2.9,12,1.2,17.0
FRA,GK,32,1986,20.1,21,2,0,2,1,30.4,0.28,10.4,0.52,105,252,41.7,421,97,42.0,35.3,150,50.0,35.2,312,16,5.1,8,0.4,10.2
ARG,GK,27,1992,17.9,26,3,1,2,1,22.6,0.23,-2.4,-0.13,62,232,26.7,377,63,37.1,33.3,142,64.8,48.5,262,7,2.7,16,0.89,17.6
ENG,GK,36,1983,38.0,64,8,3,7,3,62.6,0.31,1.6,0.04,302,923,32.7,912,118,71.7,46.9,295,91.2,62.2,581,30,5.2,55,1.45,15.9
IRL,GK,32,1987,2.0,5,1,0,1,0,4.5,0.32,-0.5,-0.25,14,29,48.3,26,4,61.5,43.1,14,92.9,57.3,34,0,0.0,3,1.5,16.8
ENG,GK,33,1986,4.8,6,0,0,1,0,6.0,0.31,0.0,-0.01,39,101,38.6,79,12,74.7,46.9,44,95.5,60.8,83,1,1.2,1,0.21,12.4
ESP,GK,33,1986,7.6,17,1,1,2,1,17.9,0.34,1.9,0.25,46,158,29.1,188,26,64.4,44.6,41,90.2,58.8,101,0,0.0,10,1.31,15.0
POL,GK,34,1985,23.5,34,3,1,2,2,32.1,0.27,0.1,0.0,189,455,41.5,480,100,60.2,43.5,192,86.5,58.6,382,11,2.9,8,0.34,10.3
POR,GK,31,1988,38.0,40,1,1,6,1,35.5,0.26,-3.5,-0.09,250,528,47.3,578,127,53.1,39.0,283,78.1,48.7,530,20,3.8,11,0.29,11.7
GER,GK,28,1992,34.8,37,1,0,3,4,32.3,0.26,-0.7,-0.02,78,293,26.6,953,183,17.2,25.4,227,56.8,43.0,487,18,3.7,33,0.95,16.1
AUS,GK,28,1992,3.0,2,1,0,0,0,3.6,0.27,1.6,0.55,3,7,42.9,59,21,6.8,21.9,9,33.3,29.9,28,6,21.4,4,1.33,14.3
ISL,GK,25,1995,0.2,0,0,0,0,0,0.1,0.05,0.1,0.5,0,3,0.0,10,2,30.0,28.2,1,0.0,15.0,3,0,0.0,0,0.0,
ARG,GK,27,1992,38.0,46,5,2,4,1,49.2,0.24,4.2,0.11,247,639,38.7,1058,177,45.1,37.1,254,63.8,46.8,613,42,6.9,34,0.89,14.2
AUS,GK,28,1992,11.0,19,4,0,3,1,12.6,0.26,-5.4,-0.49,42,111,37.8,355,61,25.4,28.8,56,37.5,32.7,136,6,4.4,4,0.36,10.6
ESP,GK,22,1997,27.0,27,2,0,5,1,23.3,0.24,-2.7,-0.1,151,411,36.7,925,118,34.7,33.6,177,50.8,41.1,340,22,6.5,29,1.07,14.5
NIR,GK,23,1996,4.0,14,0,0,2,0,7.9,0.33,-6.1,-1.52,43,94,45.7,83,6,80.7,49.8,29,93.1,64.8,50,0,0.0,4,1.0,22.8
ENG,GK,28,1992,32.0,37,3,0,4,1,40.2,0.25,4.2,0.13,254,699,36.3,724,136,67.1,46.3,251,84.9,58.9,523,32,6.1,73,2.28,18.1
ENG,GK,26,1993,2.0,4,0,0,2,0,0.9,0.15,-3.1,-1.54,20,48,41.7,39,1,82.1,54.5,18,88.9,62.8,27,2,7.4,1,0.5,10.0
SEN,GK,28,1992,30.5,25,2,1,4,1,21.9,0.24,-2.1,-0.07,71,197,36.0,846,126,17.6,25.4,179,26.8,25.7,335,17,5.1,27,0.89,15.2
ESP,GK,25,1994,6.5,8,1,0,0,0,8.0,0.31,0.0,0.0,21,53,39.6,200,41,18.5,27.3,46,34.8,31.1,68,3,4.4,1,0.15,9.6
ARG,GK,38,1981,1.0,3,0,0,1,0,1.5,0.5,-1.5,-1.49,1,3,33.3,20,2,15.0,21.6,6,0.0,19.2,9,0,0.0,3,3.0,28.0
ENG,GK,27,1993,1.0,2,0,0,0,0,1.0,0.2,-1.0,-1.02,3,18,16.7,13,2,76.9,48.9,8,100.0,68.1,18,1,5.6,2,2.0,23.3
ESP,GK,33,1987,37.0,64,3,1,9,0,50.2,0.28,-13.8,-0.37,223,651,34.3,762,156,50.5,38.5,315,84.4,56.0,604,19,3.1,24,0.65,13.3
ENG,GK,26,1994,30.5,39,2,1,5,1,37.9,0.28,-0.1,0.0,230,590,39.0,951,151,47.4,37.8,198,70.2,52.4,468,20,4.3,31,1.02,13.3
POR,GK,20,1999,0.5,0,0,0,0,0,0.3,0.1,0.3,0.58,2,9,22.2,12,3,50.0,44.6,3,100.0,67.3,4,1,25.0,0,0.0,10.0
SWE,GK,30,1990,7.0,9,1,0,0,0,9.5,0.29,0.5,0.07,36,93,38.7,148,23,42.6,35.6,51,58.8,42.9,88,4,4.5,4,0.57,12.3
FRA,GK,27,1993,36.0,48,6,0,2,1,50.5,0.28,3.5,0.1,144,389,37.0,760,173,32.8,30.0,251,55.8,39.8,501,26,5.2,31,0.86,13.0
